EVE_IDF,EVE_TITULO,EVE_DATA_INICIO,EVE_DATA_TERMINO,EVE_REPETIR,EVE_DIA,BAI_DESCRICAO,ETE_DESCRICAO
4716,Ação educativa sobre a dengue; leptospirose; febre amarela e raiva,2019-02-24,2019-02-24,1,1;7,Umbará,Verão Curitiba
4717,Ação educativa sobre a dengue; leptospirose; febre amarela e raiva,2019-01-12,2019-01-12,1,1;7,Umbará,Verão Curitiba
4718,Ação educativa sobre a dengue; leptospirose; febre amarela e raiva,2019-02-02,2019-02-03,1,1;7,Umbará,Verão Curitiba
4719,Ação educativa sobre a dengue; leptospirose; febre amarela e raiva,2019-02-09,2019-02-10,1,1;7,Umbará,Verão Curitiba
4720,Equipe de odontologia faz orientações sobre Saúde Bucal,2019-02-16,2019-02-17,1,1;7,Augusta,Verão Curitiba
4721,Equipe de odontologia faz orientações sobre Saúde Bucal,2019-02-23,2019-02-24,1,1;7,Augusta,Verão Curitiba
4722,Equipe de odontologia faz orientações sobre Saúde Bucal,2019-02-02,2019-02-03,1,1;7,Augusta,Verão Curitiba
4723,Equipe de odontologia faz orientações sobre Saúde Bucal,2019-02-09,2019-02-10,1,1;7,Augusta,Verão Curitiba
4724,Orientações sobre o Programa Escute o Seu Coração,2019-02-16,2019-02-17,1,1;7,Boqueirão,Verão Curitiba
4725,Orientações sobre o Programa Escute o Seu Coração,2019-02-23,2019-02-24,1,1;7,Boqueirão,Verão Curitiba
4726,Orientações sobre o Programa Escute o Seu Coração,2019-02-02,2019-02-03,1,1;7,Boqueirão,Verão Curitiba
4727,Orientações sobre o Programa Escute o Seu Coração,2019-02-09,2019-02-10,1,1;7,Boqueirão,Verão Curitiba
4728,Orientações sobre o Programa Escute o Seu Coração,2019-02-16,2019-02-17,1,1;7,Augusta,Verão Curitiba
4729,Orientações sobre o Programa Escute o Seu Coração,2019-02-23,2019-02-24,1,1;7,Augusta,Verão Curitiba
4730,Orientações sobre o Programa Escute o Seu Coração,2019-02-02,2019-02-03,1,1;7,Augusta,Verão Curitiba
4731,Orientações sobre o Programa Escute o Seu Coração,2019-02-09,2019-02-10,1,1;7,Augusta,Verão Curitiba
4732,Orientações sobre o Programa Escute o Seu Coração,2019-02-16,2019-02-17,1,1;7,Umbará,Verão Curitiba
4733,Orientações sobre o Programa Escute o Seu Coração,2019-02-23,2019-02-24,1,1;7,Umbará,Verão Curitiba
4734,Orientações sobre o Programa Escute o Seu Coração,2019-02-02,2019-02-03,1,1;7,Umbará,Verão Curitiba
4735,Orientações sobre o Programa Escute o Seu Coração,2019-02-09,2019-02-10,1,1;7,Umbará,Verão Curitiba
4736,Orientações sobre cuidados com temperaturas altas e exposição solar,2019-02-16,2019-02-17,1,1;7,Boqueirão,Verão Curitiba
4737,Orientações sobre cuidados com temperaturas altas e exposição solar,2019-02-23,2019-02-24,1,1;7,Boqueirão,Verão Curitiba
4738,Orientações sobre cuidados com temperaturas altas e exposição solar,2019-02-02,2019-02-03,1,1;7,Boqueirão,Verão Curitiba
4739,Orientações sobre cuidados com temperaturas altas e exposição solar,2019-02-09,2019-02-10,1,1;7,Boqueirão,Verão Curitiba
4740,Orientações sobre planejamento familiar e saúde bucal,2019-02-16,2019-02-17,1,1;7,Umbará,Verão Curitiba
4741,Orientações sobre planejamento familiar e saúde bucal,2019-02-23,2019-02-24,1,1;7,Umbará,Verão Curitiba
4742,Orientações sobre planejamento familiar e saúde bucal,2019-02-02,2019-02-03,1,1;7,Umbará,Verão Curitiba
4743,Orientações sobre planejamento familiar e saúde bucal,2019-02-09,2019-02-10,1,1;7,Umbará,Verão Curitiba
4744,1ª Etapa - Curitiba de Vela Rádio Controlada,2019-02-16,2019-02-17,0,,Boqueirão,Verão Curitiba
4745,2ª Etapa - Copa Curitiba de Vela Rádio Controlada,2019-02-23,2019-02-24,0,,Boqueirão,Verão Curitiba
4746,FESTIVAL DE FÉRIAS - VERÃO 2019 NA REGIONAL BAIRRO NOVO,2019-01-12,2019-01-13,0,,Sítio Cercado,Verão Curitiba
4747,FESTIVAL DE FÉRIAS - VERÃO 2019 NA REGIONAL BAIRRO NOVO,2019-02-23,2019-02-24,0,,Sítio Cercado,Verão Curitiba
4748,FESTIVAL DE FÉRIAS - VERÃO 2019 NA REGIONAL BOA VISTA,2019-01-28,2019-01-29,0,,Bacacheri,Verão Curitiba
4749,FESTIVAL DE FÉRIAS - VERÃO 2019 NA REGIONAL BOQUEIRÃO,2019-01-30,2019-02-01,0,,Boqueirão,Verão Curitiba
4750,FESTIVAL DE FÉRIAS - VERÃO 2019 NA REGIONAL CAJURU,2019-01-28,2019-02-02,0,,Cajuru,Verão Curitiba
4751,FESTIVAL DE FÉRIAS - VERÃO 2019 NA REGIONAL CIC,2019-01-28,2019-02-02,0,,Cidade Industrial de Curitiba,Verão Curitiba
4752,FESTIVAL DE FÉRIAS - VERÃO 2019 NA REGIONAL MATRIZ,2019-01-28,2019-02-02,0,,Centro,Verão Curitiba
4753,FESTIVAL DE FÉRIAS - VERÃO 2019 NA REGIONAL MATRIZ,2019-01-28,2019-02-02,0,,Prado Velho,Verão Curitiba
4754,FESTIVAL DE FÉRIAS - VERÃO 2019 NA REGIONAL PINHEIRINHO,2019-01-28,2019-02-02,0,,Pinheirinho,Verão Curitiba
4755,FESTIVAL DE FÉRIAS - VERÃO 2019 NA REGIONAL PINHEIRINHO,2019-02-04,2019-02-08,0,,Pinheirinho,Verão Curitiba
4756,FESTIVAL DE FÉRIAS - VERÃO 2019 NA REGIONAL PORTÃO,2019-01-30,2019-02-01,0,,Fazendinha,Verão Curitiba
4757,FESTIVAL DE FÉRIAS - VERÃO 2019 NA REGIONAL PORTÃO,2019-01-28,2019-01-29,0,,Água Verde,Verão Curitiba
4758,FESTIVAL DE FÉRIAS - VERÃO 2019 NA REGIONAL SANTA FELICIDADE,2019-01-28,2019-01-30,0,,Santa Felicidade,Verão Curitiba
4759,FESTIVAL DE FÉRIAS - VERÃO 2019 NA REGIONAL TATUQUARA,2019-01-31,2019-02-02,0,,Tatuquara,Verão Curitiba
4760,VERÃO CURITIBA - LAZER NA RUA XV,2019-01-28,2019-02-02,1,7,Centro,Verão Curitiba
4776,Brinquedos Infláveis - Festival de Férias Verão Curitiba 2019,2019-01-28,2019-02-02,0,,Cidade Industrial de Curitiba,Verão Curitiba
4777,Brinquedos Infáveis - Festival de Férias Verão Curitiba 2019,2019-01-19,2019-02-24,0,,Sítio Cercado,Verão Curitiba
4780,Brinquedos Infáveis - Festival de Férias Verão Curitiba 2019,2019-01-28,2019-01-28,0,,Bacacheri,Verão Curitiba
4781,Brinquedos Infáveis - Festival de Férias Verão Curitiba 2019,2019-01-29,2019-01-29,0,,Tatuquara,Verão Curitiba
4782,Brinquedos Infáveis - Festival de Férias Verão Curitiba 2019,2019-01-30,2019-01-30,0,,Cajuru,Verão Curitiba
4783,Brinquedos Infáveis - Festival de Férias Verão Curitiba 2019,2019-01-31,2019-01-31,0,,Capão Raso,Verão Curitiba
4784,Brinquedos Infáveis - Festival de Férias Verão Curitiba 2019,2019-01-31,2019-01-31,0,,Boqueirão,Verão Curitiba
4785,Brinquedos Infáveis - Festival de Férias Verão Curitiba 2019,2019-02-01,2019-02-01,0,,Santa Felicidade,Verão Curitiba
4786,Brinquedos Infáveis - Festival de Férias Verão Curitiba 2019,2019-02-01,2019-02-01,0,,Água Verde,Verão Curitiba
4787,Brinquedos Infáveis - Festival de Férias Verão Curitiba 2019,2019-02-01,2019-02-01,0,,Prado Velho,Verão Curitiba
4788,Slackline - Festival de Férias Verão Curitiba 2019,2019-02-02,2019-02-02,0,,Sítio Cercado,Verão Curitiba
4789,Slackline - Festival de Férias Verão Curitiba 2019,2019-02-08,2019-02-08,0,,Sítio Cercado,Verão Curitiba
4790,Badminton - Festival de Férias Verão Curitiba 2019,2019-01-28,2019-02-01,0,,Sítio Cercado,Verão Curitiba
4791,Badminton - Festival de Férias Verão Curitiba 2019,2019-01-28,2019-02-01,0,,Sítio Cercado,Verão Curitiba
4792,Jogos do Piá - Carrinhos de Rolimã no Festival de Férias Verão 2019,2019-01-28,2019-02-01,0,,Cajuru,Verão Curitiba
4793,Skate - Festival de Férias Verão Curitiba 2019,2019-01-28,2019-02-01,0,,Cajuru,Verão Curitiba
4795,Patinação - Festival de Férias Verão Curitiba 2019,2019-01-28,2019-01-28,0,,Cajuru,Verão Curitiba
4796,Capoeira - Festival de Férias Verão Curitiba 2019,2019-01-29,2019-01-29,1,3;5,Capão Raso,Verão Curitiba
4799,Brincando com Água - Parque Barigui,2019-02-01,2019-02-01,1,1;7,Santo Inácio,Verão Curitiba
4800,Brincando com Água - Parque Lago Azul,2019-01-29,2019-01-31,1,1;7,Ganchinho,Verão Curitiba
4801,Brincando com Água - Parque Barigui,2019-02-09,2019-02-10,1,1;7,Santo Inácio,Verão Curitiba
4802,Brincando com Água - Parque Passaúna,2019-02-09,2019-02-10,1,1,Cidade Industrial de Curitiba,Verão Curitiba
4803,Brincando com Água - Parque Náutico,2019-02-23,2019-02-24,0,,Boqueirão,Verão Curitiba
4824,Entrega de novos Biarticulados,2019-02-24,2019-02-24,1,4,Centro,Viva Curitiba 326
4826,326 Anos de Curitiba - Regional Matriz,2019-02-23,2019-02-24,1,3,Centro,Viva Curitiba 326
4827,Feira das Cooperativas,2019-03-13,2019-03-13,1,6,Centro,Feiras
4829,Mutirão Social Curitiba Que Não Dorme,2019-03-19,2019-03-19,1,6,Centro,Viva Curitiba 326
4830,Smart City Expo Curitiba 2019,2019-03-15,2019-03-15,1,5;6,Santo Inácio,Viva Curitiba 326
4832,Projeto Interação Jovem 2.0 - 2ª mostra,2019-03-22,2019-03-22,1,7,Tatuquara,Eventos Regionais
4834,Saiba Como Captar Recursos Públicos e Com Instituições Financeiras,2019-03-21,2019-03-22,0,,Rebouças,Cursos
4835,MEI precisa declarar Imposto de Renda Pessoa Física - IRPF?,2019-03-16,2019-03-16,0,,Cajuru,Cursos
4837,Mutirão Social Curitiba Que Não Dorme,2019-03-19,2019-03-19,1,6,Centro,Viva Curitiba 326
4843,TEDx Parque Barigui,2019-03-26,2019-03-26,0,,Santo Inácio,Cursos
4844,Conquer Day CWB - 6° edição,2019-03-22,2019-03-22,0,,Abranches,Cursos
4849,Escola da CIC promove atividades de lazer gratuitas aos sábados,2019-03-28,2019-03-28,0,,Cidade Industrial de Curitiba,Educação
4850,Passeio Ciclísico Condor do Aniversário de Curitiba,2019-04-03,2019-04-03,0,,Água Verde,Viva Curitiba 326
4851,GP Curitiba de Ciclismo,2019-03-20,2019-03-23,0,,Jardim Botânico,Viva Curitiba 326
4852,Circuito Xeque Mate,2019-03-24,2019-03-24,0,,Centro,Viva Curitiba 326
4853,Inauguração Cine Passeio,2019-03-24,2019-03-24,0,,Centro,Viva Curitiba 326
4862,Aniversário de Curitiba - Regional Cajuru,2019-03-23,2019-03-23,0,,Cajuru,Viva Curitiba 326
4863,Apresentação do Coral CRAS,2019-03-27,2019-03-28,0,,Cajuru,Viva Curitiba 326
4864,Aniversário de Curitiba 326 anos - Boa Vista,2019-03-28,2019-03-28,0,,Boa Vista,Viva Curitiba 326
4865,Entrega de Módulos Móveis da Guarda Municipal,2019-03-26,2019-03-26,0,,Centro,Segurança
4867,Formatura da Primeira Turma de Pós-Graduação em Administração Pública,2019-04-09,2019-04-09,0,,Centro Cívico,Cursos
4868,Consultas Públicas da LDO - Regional CIC,2018-03-25,2018-03-25,0,,Cidade Industrial de Curitiba,Eventos Regionais
4869,Consultas Públicas da LDO - Regional Bairro Novo,2019-03-26,2019-03-26,0,,Sítio Cercado,Eventos Regionais
4870,Consultas Públicas da LDO - Regional Pinheirinho,2019-04-01,2019-04-01,0,,Pinheirinho,Eventos Regionais
4871,Consultas Públicas da LDO - Regional Tatuquara,2019-04-01,2019-04-01,0,,Tatuquara,Eventos Regionais
4872,Consultas Públicas da LDO - Regional Boa Vista,2019-04-02,2019-04-02,0,,Tinguí,Eventos Regionais
4873,Visita ao Jardim das Sensações,2019-04-02,2019-04-02,1,4,Jardim Botânico,Viva Curitiba 326
4874,Consultas Públicas da LDO - Regional Matriz,2019-04-03,2019-04-03,0,,Centro,Eventos Regionais
4875,Consultas Públicas da LDO - Regional Cajuru,2019-03-27,2019-03-27,0,,Cajuru,Eventos Regionais
4876,Consultas Públicas da LDO - Regional Portão,2019-04-03,2019-04-03,0,,Fazendinha,Eventos Regionais
4877,Consultas Públicas da LDO - Regional Boqueirão,2019-04-04,2019-04-04,0,,Boqueirão,Eventos Regionais
4878,Aniversário de 37 anos do Zoológico de Curitiba - Circuito Animal,2019-04-04,2019-04-04,1,5,Alto Boqueirão,Viva Curitiba 326
4879,Consultas Públicas da LDO - Regional Santa Felicidade,2019-04-05,2019-04-05,0,,Santa Felicidade,Eventos Regionais
4880,Apresentação de Dança e Canto CRAS Santa Felicidade,2019-03-28,2019-03-28,0,,Santa Felicidade,Eventos Regionais
4881,Inauguração CMAEE TATUQUARA,2019-04-05,2019-04-05,1,6,Tatuquara,Viva Curitiba 326
4882,"XVII Ciclo de Palestras ""Curitiba; a Experiência em Gestão Urbana""",2019-03-26,2019-03-26,1,6,Bigorrilho,Cursos
4883,Curitiba 326 Anos - Regional Portão,2019-04-05,2019-04-05,1,3,Fazendinha,Viva Curitiba 326
4884,Dia Mundial do Escoteiro,2019-05-03,2019-05-03,1,3,Fazendinha,Eventos Regionais
4885,Dia Nacional do Líder Comunitário,2019-04-02,2019-04-02,1,4,Fazendinha,Eventos Regionais
4887,Semana Mundial do Meio Ambiente,2019-04-23,2019-04-23,1,5,Fazendinha,Educação
4888,Homenagem ao Dia dos Namorados,2019-05-08,2019-05-08,1,4,Fazendinha,Eventos Regionais
4890,Inauguração do Liceu de Ofícios e Inovação - FAB LAB Cajuru,2019-06-06,2019-06-06,0,,Cajuru,Cursos
4891,Feira de Inovação - Calcadão da XV de Novembro,2019-06-12,2019-06-12,1,5;6;7,Centro,Viva Curitiba 326
4892,Posse dos 136 Guardas Municipais e Aula Inaugural,2019-03-28,2019-03-28,0,,Bigorrilho,Segurança
4893,LDO Santa Felicidade 2019,2019-03-28,2019-03-30,1,6,Santa Felicidade,Eventos Regionais
4894,Curitiba 326 anos - Festa de Aniversário no Parque Barigui,2019-03-27,2019-03-27,0,,Santo Inácio,Viva Curitiba 326
4895,WORKSHOP RETORNO AO MERCADO DE TRABALHO – Projeto Superação,2019-04-05,2019-04-05,1,6,Centro,Viva Curitiba 326
4896,326 Anos de Curitiba na Regional Santa Felicidade,2019-03-31,2019-03-31,1,5,Santa Felicidade,Viva Curitiba 326
4897,Estudantes apresentam projetos de robótica desenvolvidos neste ano,2019-03-29,2019-03-29,0,,Centro Cívico,Educação
4899,Gastronomia Étnica,2019-04-04,2019-04-04,0,,Centro,Viva Curitiba 326
4900,Revitalização Horta Monteiro Lobato,2019-03-26,2019-03-27,0,,Tatuquara,Viva Curitiba 326
4902,Aniversário 23 Anos Rua da Cidadania Fazendinha,2019-03-30,2019-03-30,1,6,Fazendinha,Eventos Regionais
4903,LDO Pinheirinho 2019,2019-04-05,2019-04-05,1,3,Capão Raso,Eventos Regionais
4904,Convite Solenidade de Certificação Especialização em Prevenção ao uso,2019-07-05,2019-07-05,0,,Prado Velho,Segurança
4905,Certificação Especialização em Prevenção ao uso de Drogas,2019-04-02,2019-04-02,0,,Prado Velho,Segurança
4906,FEIRA REGIONAL BOA VISTA,2019-03-28,2019-03-28,0,,Boa Vista,Viva Curitiba 326
4907,ENSAIO DO TEATRO DA PAIXÃO DE CRISTO,2019-03-28,2019-03-28,1,1;7,Sítio Cercado,Eventos Regionais
4908,ENSAIO TEATRAL DA PAIXÃO DE CRISTO,2019-04-09,2019-04-09,1,1;7,Sítio Cercado,Eventos Regionais
4909,FALA CURITIBA,2019-04-06,2019-04-07,1,2,Sítio Cercado,Eventos Regionais
4910,ENSAIO TEATRAL DA PAIXÃO DE CRISTO,2019-04-13,2019-04-14,1,2;3;4;5,Sítio Cercado,Eventos Regionais
4911,REPRESENTAÇÃO DO TEATRO PAIXÃO DE CRISTO,2019-04-01,2019-04-01,1,6,Sítio Cercado,Eventos Regionais
4912,Aniversário de Curitiba - Regional CIC,2019-04-15,2019-04-18,0,,Cidade Industrial de Curitiba,Viva Curitiba 326
4913,"XVIII Ciclo de Palestras ""Curitiba; a Experiência em Gestão Urbana""",2019-04-09,2019-04-19,1,6,Bigorrilho,Cursos
4916,Comida di Buteco,2019-04-09,2019-04-09,1,6,Santa Felicidade,Eventos Regionais
4932,Saiba como Atrair; Conquistar e Manter Clientes,2019-10-11,2019-10-11,0,,Hauer,Cursos
4933,SEI Desenvolver fluxo de caixa? Um detalhe que pode salvar sua empresa,2019-04-12,2019-04-12,0,,Santa Felicidade,Cursos
4934,Entrega de 39 casas  Moradias Faxinal,2019-04-10,2019-04-10,0,,Santa Cândida,Inaugurações
4935,Criando o Hábito de ser mais Produtivo,2019-04-11,2019-04-11,0,,Rebouças,Cursos
4936,Inauguração do 9º Espaço Empreendedor na Regional Tatuquara,2019-04-12,2019-04-12,1,6,Tatuquara,Inaugurações
4937,Páscoa no Mercado Municipal da Curitiba,2019-04-16,2019-04-16,0,,Centro,Cursos
4972,Prefeitura inaugura Farol do Saber e Inovação nesta Terça,2019-04-05,2019-04-05,0,,Cidade Industrial de Curitiba,Viva Curitiba 326
4973,Inauguração CMEI Heloina Greca,2019-04-05,2019-04-20,0,,Boa Vista,Viva Curitiba 326
4977,Reunião Fala Curitiba Parolin LOA,2019-04-08,2019-04-11,1,3,Portão,Eventos Regionais
4978,Reunião Fala Curitiba Orleans LOA,2019-04-10,2019-04-11,1,3,Orleans,Eventos Regionais
4979,Reunião Fala Curitiba Cajuru LOA,2019-04-16,2019-04-16,1,3,Cajuru,Eventos Regionais
4980,Reunião Fala Curitiba Rebouças/Prado Velho LOA,2019-04-16,2019-04-16,1,2,Prado Velho,Eventos Regionais
4981,Reunião Fala Curitiba Guaíra LOA,2019-04-16,2019-04-16,1,3,Guaíra,Eventos Regionais
4982,Reunião Fala Curitiba Santa Cândida LOA,2019-04-22,2019-04-22,1,3,Santa Cândida,Eventos Regionais
4983,Reunião Fala Curitiba Tatuquara LOA,2019-04-23,2019-04-23,1,3,Caximba,Eventos Regionais
4984,Reunião Fala Curitiba Vitória Régia LOA,2019-04-23,2019-04-23,1,3,Cidade Industrial de Curitiba,Eventos Regionais
4985,Reunião Fala Curitiba Bigorrilho; Mercês e Bom Retiro LOA,2019-04-23,2019-04-23,1,4,Bigorrilho,Eventos Regionais
4986,Reunião Fala Curitiba Santa Quitéria LOA,2019-04-23,2019-04-23,1,5,Santa Quitéria,Eventos Regionais
4987,Reunião Fala Curitiba Lindóia e Fanny LOA,2019-04-24,2019-04-24,1,5,Pinheirinho,Eventos Regionais
4988,Reunião Fala Curitiba Capão da Imbuia LOA,2019-04-25,2019-04-25,1,5,Cajuru,Eventos Regionais
4989,I Seminário Intersetorial de Boas Práticas para Prevenção de Gravidez,2019-04-25,2019-04-25,0,,Bigorrilho,Saúde
4990,FEIRA REGIONAL BOA VISTA,2019-04-25,2019-04-25,1,6,Boa Vista,Viva Curitiba 326
4992,FALA CURITIBA - BAIRROS SÃO JOÃO; VISTA ALEGRE E CASCATINHA,2019-04-25,2019-04-25,1,3,São João,Eventos Regionais
4994,Fala Curitiba Regional Portão - Bairro Parolin,2019-05-03,2019-05-03,0,,Parolin,Eventos Regionais
4995,Consultas Publicas Regional Matriz 2019,2019-05-07,2019-05-07,0,,Rebouças,Eventos Regionais
4996,Consultas Publicas Regional Matriz 2019,2019-04-16,2019-04-16,0,,Prado Velho,Eventos Regionais
4998,FALA CURITIBA - HAUER,2019-04-22,2019-04-22,0,,Hauer,Eventos Regionais
4999,Audiência Pública Cajuru,2019-04-30,2019-04-30,0,,Cajuru,Eventos Regionais
5000,QUARTA CIDADÃ,2019-05-07,2019-05-07,1,4,Boqueirão,Eventos Regionais
5001,Consultas Publicas Regional Matriz 2019,2019-04-16,2019-04-16,0,,Bigorrilho,Eventos Regionais
5015,Avaliação clínica de cães e Gatos,2019-04-17,2019-04-17,1,3;4;5;6,Tatuquara,Saúde
5016,Fala Curitiba Boa Vista,2019-04-24,2019-04-24,0,,Santa Cândida,Eventos Regionais
5017,Fala Curitiba Boa Vista,2019-04-23,2019-04-26,0,,Bacacheri,Eventos Regionais
5021,FALA CURITIBA - BAIRROS SÃO BRAZ; SANTO INÁCIO E ORLEANS,2019-04-23,2019-04-23,1,4,São Braz,Eventos Regionais
5022,FALA CURITIBA - BAIRROS STA FELICIDADE; BUTIATUVINHA; LAMENHA PEQUENA,2019-04-30,2019-04-30,1,3,Santa Felicidade,Eventos Regionais
5023,FALA CURITIBA -CAMP. SIQUEIRA; CAMPO COMP. SUL; MOSSUNGUÊ,2019-05-15,2019-05-15,1,4,Campina do Siqueira,Eventos Regionais
5024,Paiol Digital XI,2019-05-21,2019-05-21,0,,Prado Velho,Viva Curitiba 326
5025,Fab Lab - Junte-se à Inovação,2019-05-29,2019-05-29,0,,Cajuru,Viva Curitiba 326
5034,Fala Curitiba - Novo Mundo,2019-04-30,2019-04-30,1,3,Novo Mundo,Eventos Regionais
5035,Fala Curitiba-Cajuru Paróquia São Paulo Apóstolo,2019-05-03,2019-05-03,1,5,Uberaba,Eventos Regionais
5037,Teatro Regional Cajuru 14 a 17 de maio,2019-05-07,2019-05-07,1,3;4;5;6,Cajuru,Eventos Regionais
5043,Reunião Fala Curitiba Hauer LOA,2019-05-09,2019-05-09,1,3,Hauer,Eventos Regionais
5044,Fala Curitiba - Boa Vista,2019-05-14,2019-05-17,0,,Boa Vista,Eventos Regionais
5045,Fala Curitiba - Boa Vista,2019-05-07,2019-05-07,0,,Barreirinha,Eventos Regionais
5046,Fala Curitiba - Boa Vista,2019-05-07,2019-05-07,0,,Abranches,Eventos Regionais
5047,Fala Curitiba - Boa Vista,2019-05-14,2019-05-14,0,,Pilarzinho,Eventos Regionais
5048,Audiência Pública Regional Matriz,2019-05-21,2019-05-21,0,,Cristo Rei,Eventos Regionais
5049,Consultas Publicas Regional Matriz 2019,2019-05-28,2019-05-28,0,,Jardim Social,Eventos Regionais
5050,Audiência Pública Regional Matriz 2019,2019-05-07,2019-05-07,0,,Ahu,Eventos Regionais
5051,Consultas Publicas Regional Matriz 2019,2019-05-15,2019-05-15,0,,Centro,Eventos Regionais
5055,Fala Curitiba - Novo Mundo,2019-05-20,2019-05-20,1,5,Novo Mundo,Eventos Regionais
5059,Avaliação Clínica de cães e gatos Regional Cajuru Liceu de Ofícios,2019-05-28,2019-05-28,1,3;4;5,Cajuru,Eventos Regionais
5063,Reunião Fala Curitiba Portão LOA,2019-05-09,2019-05-09,1,3,Portão,Eventos Regionais
5064,Reunião Fala Curitiba Alto da XV; Cristo Rei e Jardim Botânico LOA,2019-05-07,2019-05-10,1,3,Alto da Rua XV,Eventos Regionais
5065,Reunião Fala Curitiba Caiuá LOA,2019-05-07,2019-05-07,1,3,Cidade Industrial de Curitiba,Eventos Regionais
5066,Reunião Fala Curitiba São João; Vista Alegre e Cascatinha LOA,2019-05-07,2019-05-07,1,3,Vista Alegre,Eventos Regionais
5067,Reunião Fala Curitiba Novo Mundo LOA,2019-05-07,2019-05-07,1,3,Novo Mundo,Eventos Regionais
5068,Reunião Fala Curitiba Boa Vista e São Lourenço LOA,2019-05-07,2019-05-07,1,3,Boa Vista,Eventos Regionais
5069,Reunião Fala Curitiba Fazendinha LOA,2019-05-07,2019-05-07,1,5,Fazendinha,Eventos Regionais
5070,Reunião Fala Curitiba Novo Mundo LOA,2019-05-07,2019-05-07,1,5,Novo Mundo,Eventos Regionais
5071,Reunião Fala Curitiba Uberaba LOA,2019-05-09,2019-05-09,1,5,Uberaba,Eventos Regionais
5072,Reunião Fala Curitiba Campo de Santana LOA,2019-05-09,2019-05-09,1,3,Campo de Santana,Eventos Regionais
5073,Reunião Fala Curitiba Barreirinha LOA,2019-05-09,2019-05-09,1,3,Barreirinha,Eventos Regionais
5074,Reunião Fala Curitiba Vila Nossa Senhora da Luz LOA,2019-05-14,2019-05-14,1,3,Cidade Industrial de Curitiba,Eventos Regionais
5075,Reunião Fala Curitiba Tarumã LOA,2019-05-14,2019-05-14,1,3,Tarumã,Eventos Regionais
5082,Fala Curitiba CIC,2019-05-14,2019-05-14,0,,Cidade Industrial de Curitiba,Eventos Regionais
5083,Como ter Ideias Criativas e Inovar na Prática,2019-05-14,2019-05-14,0,,Cajuru,Cursos
5084,O Poder das Mídias Sociais para o Sucesso do seu Negócio na Prática,2019-05-07,2019-05-07,0,,Boa Vista,Cursos
5085,Orientação Jurídica do MP na Regional Cajuru 9 de maio e 13 de junho,2019-05-09,2019-05-09,1,5,Cajuru,Eventos Regionais
5087,Saiba como sair da Informalidade e Emitir Nota Fiscal de Serviço,2019-05-07,2019-05-07,0,,Cidade Industrial de Curitiba,Cursos
5089,Aniversário de 22 Anos da Rua da Cidadania da Matriz,2019-05-09,2019-06-13,0,,Centro,Eventos Regionais
5091,Caminhada em comemorativa ao  dia das mães,2019-05-15,2019-05-15,0,,Cidade Industrial de Curitiba,Eventos Regionais
5093,Fala Curitiba - Fazendinha,2019-05-15,2019-05-15,1,5,Fazendinha,Eventos Regionais
5094,Fala Curitiba - Vila Izabel,2019-05-10,2019-05-10,1,3,Vila Izabel,Eventos Regionais
5095,Fala Curitiba - Água Verde,2019-05-09,2019-05-09,1,5,Água Verde,Eventos Regionais
5096,Fala Curitiba - Seminário,2019-05-21,2019-05-21,1,3,Seminário,Eventos Regionais
5097,Fala Curitiba - Campo Comprido,2019-05-23,2019-05-23,1,5,Campo Comprido,Eventos Regionais
5098,Homenagem ao Dia das Mães,2019-05-28,2019-05-28,1,6,Fazendinha,Eventos Regionais
5099,INAUGURAÇÃO UNIDADE DO CONSELHO TUTELAR DO CAJURU,2019-05-30,2019-05-30,0,,Cajuru,Inaugurações
5100,Audiência Pública LDO 2020,2019-05-10,2019-05-10,0,,Santo Inácio,Simpósios/Similares
5104,Fala Curitiba Cajuru 14 maio Santuario N Sª de Fátima,2019-05-15,2019-05-15,1,3,Cajuru,Eventos Regionais
5107,Fala Curitiba Capão Raso,2019-05-13,2019-05-13,1,5,Capão Raso,Eventos Regionais
5118,Comunidade do Sítio Cercado recebe escola revitalizada,2019-05-10,2019-05-14,0,,Sítio Cercado,Educação
5119,Prefeitura entrega 16º farol da inovação de Curitiba,2019-05-16,2019-05-16,0,,Sítio Cercado,Inaugurações
5132,Fala Curitiba Cajuru 23 maio Paróquia Nª Srª do Rosário de Belém,2019-05-13,2019-05-15,1,5,Cajuru,Eventos Regionais
5136,Mães de Santo; seus ritos; festas e celebrações aos Orixás,2019-05-13,2019-05-15,0,,Cidade Industrial de Curitiba,Cultura
5139,Fala Curitiba Pinheirinho,2019-05-23,2019-05-23,1,5,Pinheirinho,Eventos Regionais
5141,FALA CURITIBA - XAXIM,2019-05-21,2019-05-24,1,3,Xaxim,Eventos Regionais
5142,III Conferência Municipal de Segurança Alimentar e Nutricional,2019-05-23,2019-05-23,1,6;7,Centro,Simpósios/Similares
5155,Carreta Cinema Ultragáz Cultural,2019-05-21,2019-05-21,1,5;6,Tatuquara,Cultura
5156,“Origens”,2019-05-24,2019-05-25,0,,Cidade Industrial de Curitiba,Cultura
5157,Circus – Circo e Teatro de Bonecos,2019-05-23,2019-05-24,0,,Cidade Industrial de Curitiba,Cultura
5159,Pedala Curitiba-CIC,2019-05-23,2019-05-23,0,,Cidade Industrial de Curitiba,Eventos Regionais
5164,Fala Curitiba Regional Pinheirinho,2019-05-25,2019-05-25,1,5,Pinheirinho,Eventos Regionais
