EVE_IDF,EVE_TITULO,EVE_DATA_INICIO,EVE_DATA_TERMINO,EVE_REPETIR,EVE_DIA,BAI_DESCRICAO,ETE_DESCRICAO
2534,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DO SALVADOR ALLENDE,2016-11-03,2016-11-03,1,5,Sítio Cercado,Saúde
2535,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DO JOÃO CÂNDIDO,2016-11-07,2016-11-07,1,3,Sítio Cercado,Saúde
2536,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DO PARIGOT DE SOUZA,2016-11-03,2016-11-03,1,3,Sítio Cercado,Saúde
2537,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DO OSTERNACK,2016-11-08,2016-11-08,1,3,Sítio Cercado,Saúde
2538,REUNIÃO DO CONSELHO DISTRITAL DE SAÚDE BAIRRO NOVO,2016-11-08,2016-11-08,1,5,Sítio Cercado,Saúde
2539,REUNIÃO DO CONSELHO LOCAL DE SAÚDE XAPINHAL,2016-11-08,2016-11-08,1,6,Sítio Cercado,Saúde
2540,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DA UMS BAIRRO NOVO,2016-11-10,2016-11-10,1,2,Sítio Cercado,Saúde
2541,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DA UMS NOSSA SENHORA APARECIDA,2016-11-04,2016-11-04,1,4,Sítio Cercado,Saúde
2542,REUNIÃO DA COMISSÃO DA MATERNIDADE DO BAIRRO NOVO,2016-11-07,2016-11-07,1,5,Sítio Cercado,Saúde
2543,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DA UMS UMBARÁ I,2016-11-16,2016-11-16,1,2,Sítio Cercado,Saúde
2544,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DA UMS UMBARÁ II,2016-11-17,2016-11-17,1,4,Sítio Cercado,Saúde
2546,Jogos do PASE- Futsal,2016-11-07,2016-11-07,0,,Xaxim,Esporte
2547,Jogos do PASE- Futsal,2016-11-23,2016-11-23,0,,Capão Raso,Esporte
2548,Jogos do PASE- Futsal,2016-11-09,2016-11-09,0,,Xaxim,Esporte
2549,Jogos do PASE- Futsal,2016-11-10,2016-11-10,0,,Cajuru,Esporte
2550,Esquenta Panturrilha- 9ª Etapa,2016-11-10,2016-11-10,0,,Bacacheri,Esporte
2551,5ª Caminhada do Diabetes,2016-11-11,2016-11-11,0,,Santo Inácio,Esporte
2552,Campanha Natal Solidário,2016-11-10,2016-11-10,0,,Tatuquara,Esporte
2553,Cem Voltas,2016-11-12,2016-11-12,1,4,Jardim Botânico,Esporte
2554,Cem Voltas,2016-11-07,2016-11-30,0,,Jardim Botânico,Esporte
2555,Aulão Tai Chi Chuan,2016-11-09,2016-11-23,0,,Tatuquara,Esporte
2556,Viver Curitiba Caminhando – Caminhada de Santa Felicidade,2016-11-20,2016-11-20,1,3;5,Bigorrilho,Esporte
2567,Festival Esportivo Especial,2016-11-10,2016-11-10,0,,Tinguí,Esporte
2569,Festival de Natação,2016-11-08,2016-11-10,0,,Alto Boqueirão,Esporte
2570,Festival de Futsal,2016-11-25,2016-11-25,0,,Alto Boqueirão,Esporte
2573,REUNIÃO DA COMISSÃO DE SAUDE LOCAL DA UPA SITIO CERCADO,2016-11-26,2016-11-26,1,5,Sítio Cercado,Saúde
2574,REUNIAO CONSELHO LOCAL DE SAÚDE SÃO JOÃO DEL REY,2016-11-26,2016-11-26,1,5,Sítio Cercado,Saúde
2575,REUNIÃO DO CONSELHO LOCAL DE SAÚDE SAMBAQUI,2016-12-01,2016-12-01,1,2,Sítio Cercado,Saúde
2576,REUNIÃO DO CONSELHO LOCAL DE SAÚDE COQUEIROS,2016-12-01,2016-12-01,1,3,Sítio Cercado,Saúde
2577,REUNIÃO DO CONSELHO LOCAL DE SAÚDE SALVADOR ALLENDE,2016-12-05,2016-12-05,1,3,Sítio Cercado,Saúde
2578,REUNIÃO DO CONSELHO LOCAL DE SAÚDE UMBARÁ I,2016-12-06,2016-12-06,1,2,Umbará,Saúde
2579,REUNIÃO DO CONSELHO LOCAL DE SAÚDE UMBARÁ II,2016-12-06,2016-12-06,1,4,Umbará,Saúde
2580,REUNIÃO DO DISTRITO SANITÁRIO BAIRRO NOVO,2016-12-05,2016-12-05,1,5,Sítio Cercado,Saúde
2581,REUNIÃO DA COMISSÃO DA MATERNIDADE DO BAIRRO NOVO,2016-12-07,2016-12-07,1,5,Sítio Cercado,Saúde
2582,MOSTRA DE DANÇA REGIONAL BAIRRO NOVO,2016-12-08,2016-12-08,1,7,Sítio Cercado,Lazer
2583,REUNIÃO DO CONSELHO LOCAL DE SAÚDE UMS BAIRRO NOVO,2016-12-08,2016-12-08,1,2,Sítio Cercado,Saúde
2584,REUNIÃO DO CONSELHO LOCAL DE SAÚDE XAPINHAL,2016-12-03,2016-12-03,1,6,Sítio Cercado,Saúde
2585,REUNIÃO DO CONSELHO LOCAL DE SAÚDE JOÃO CÂNDIDO,2016-12-05,2016-12-05,1,3,Sítio Cercado,Saúde
2586,REUNIÃO DO CONSELHO LOCAL DE SAÚDE PARIGOT DE SOUZA,2016-12-02,2016-12-02,1,3,Sítio Cercado,Saúde
2588,REUNIÃO DO CONSELHO LOCAL DE SAÚDE OSTERNACK,2016-12-13,2016-12-13,1,3,Sítio Cercado,Saúde
2589,REUNIÃO DO CONSELHO LOCAL DE SAÚDE NOSSA SENHORA APARECIDA,2016-12-06,2016-12-06,1,4,Sítio Cercado,Saúde
2590,PINTURA EM TELA,2016-12-13,2016-12-13,1,2,Sítio Cercado,Cultura
2591,CURSO DE TECLADO,2016-12-14,2016-12-14,1,2;3,Sítio Cercado,Cultura
2592,CURSO DE VIOLINO,2016-12-05,2016-12-12,1,4,Sítio Cercado,Cultura
2593,DESENHO ARTÍSTICO,2016-12-05,2016-12-13,1,5,Sítio Cercado,Cultura
2594,CURSO DE VIOLÃO POPULAR,2016-12-07,2016-12-14,1,5;6,Sítio Cercado,Cultura
2595,APRESENTAÇÃO DE CANTO CORAL BAIRRO NOVO,2016-12-01,2016-12-15,1,7,Portão,Cultura
2596,AUDIÇÃO DE TECLADO,2016-12-01,2016-12-16,1,2,Sítio Cercado,Cultura
2597,BANDA DE MÚSICA DA POLÍCIA MILITAR DO PARANÁ,2016-12-03,2016-12-03,1,4,Sítio Cercado,Cultura
2598,AUDIÇÃO DE VIOLINO,2016-12-12,2016-12-12,1,5,Sítio Cercado,Cultura
2599,AUDIÇÃO DE VIOLÃO,2016-12-14,2016-12-14,1,6,Sítio Cercado,Cultura
2600,APRESENTAÇÃO DO CANTO CORAL BAIRRO NOVO,2016-12-15,2016-12-15,1,7,Sítio Cercado,Cultura
2602,Baile de Encerramento,2016-12-16,2016-12-16,0,,Cajuru,Lazer
2603,Caminhada de Santa Felicidade,2016-12-17,2016-12-17,0,,Santa Felicidade,Esporte
2616,FESTIVAL DE FÉRIAS DE VERÃO 2017,2016-12-09,2016-12-09,1,2;3,Sítio Cercado,Lazer
2617,FESTIVAL DE FÉRIAS DE VERÃO 2017,2016-12-16,2016-12-16,1,4;5,Sítio Cercado,Lazer
2618,FESTIVAL DE FÉRIAS DE VERÃO 2017,2017-01-23,2017-01-24,1,6,Sítio Cercado,Lazer
2619,REUNIÃO DA COMISSÃO DE SAÚDE DA UPA SITIO CERCADO,2017-01-25,2017-01-26,1,5,Sítio Cercado,Saúde
2620,REUNIÃO DO CONSELHO LOCAL DE SAUDE DO SÃO JOÃO DEL REY,2017-01-27,2017-01-27,1,5,Sítio Cercado,Saúde
2621,REUNIÃO DO CONSELHO LOCAL DE SAUDE DO SAMBAQUI,2017-02-02,2017-02-02,1,2,Sítio Cercado,Saúde
2622,REUNIÃO DO CONSELHO LOCAL DE SAUDE DO COQUEIROS,2017-02-02,2017-02-02,1,3,Sítio Cercado,Saúde
2623,REUNIÃO DO CONSELHO LOCAL DE SAUDE DO SALVADOR ALLENDE,2017-02-06,2017-02-06,1,3,Sítio Cercado,Saúde
2624,REUNIÃO DO CONSELHO LOCAL DE SAUDE DO OSTERNACK,2017-02-07,2017-02-07,1,3,Sítio Cercado,Saúde
2625,REUNIÃO DO CONSELHO DISTRITAL DE SAUDE,2017-02-07,2017-02-07,1,5,Sítio Cercado,Saúde
2626,REUNIÃO DO CONSELHO LOCAL DE SAUDE DA UMS BAIRRO NOVO,2017-02-14,2017-02-14,1,2,Sítio Cercado,Saúde
2627,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DO JOÃO CÂNDIDO,2017-02-09,2017-02-09,1,3,Sítio Cercado,Saúde
2628,REUNIÃO DA COMISSÃO DA MATERNIDADE DO BAIRRO NOVO,2017-02-13,2017-02-13,1,5,Sítio Cercado,Saúde
2629,REUNIÃO DO CONSELHO LOCAL DE SAUDE DO PARIGOT DE SOUZA,2017-02-14,2017-02-14,1,3,Sítio Cercado,Saúde
2630,REUNIÃO DO CONSELHO LOCAL DE SAUDE DA UMS NOSSA SENHORA APARECIDA,2017-02-16,2017-02-16,1,4,Sítio Cercado,Saúde
2631,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DA UMS UMBARÁ I,2017-02-21,2017-02-21,1,2,Umbará,Saúde
2632,REUNIÃO DO CONSELHO LOCAL DE SAUDE DO XAPINHAL,2017-02-15,2017-02-15,1,6,Sítio Cercado,Saúde
2633,REUNIÃO DO CONSELHO LOCAL DE SAUDE DA UMS UMBARÁ II,2017-02-06,2017-02-06,1,4,Umbará,Saúde
2634,BAILE DE CARNAVAL DA MELHOR IDADE,2017-02-03,2017-02-03,1,5,Sítio Cercado,Lazer
2635,BAILE DE CARNAVAL - INFANTIL,2017-02-22,2017-02-22,1,2;3,Sítio Cercado,Lazer
2636,BAILE DE CARNAVAL - ADULTO,2017-02-23,2017-02-23,1,2;3,Sítio Cercado,Lazer
2637,BAILE DE CARNAVAL DA MELHOR IDADE,2017-02-27,2017-02-28,1,3,Guaíra,Lazer
2638,BAILE DE CARNAVAL DA MELHOR IDADE BAIRRO NOVO - FAS e SMELJ,2017-02-27,2017-02-28,1,5,Sítio Cercado,Lazer
2639,DESFILE DO RANCHO DAS FLORES,2017-02-21,2017-02-21,1,7,Sítio Cercado,Lazer
2640,Agita Boa Vista,2017-02-23,2017-02-23,0,,Tinguí,Lazer
2641,Palestras em Comemoração ao Dia Internacional da Mulher,2017-02-25,2017-02-25,1,3;4,Boa Vista,Eventos Regionais
2642,Pedala Boa Vista,2017-02-22,2017-02-22,0,,Bacacheri,Lazer
2643,Palestra Dia Internacional da Mulher e Ginástica Laboral,2017-03-07,2017-03-08,0,,Centro,Eventos Regionais
2644,Caminhada Dia Internacional da Mulher – Visita ao Estádio da Arena,2017-03-09,2017-03-09,0,,Rebouças,Eventos Regionais
2645,Curso de Teclado,2017-03-08,2017-03-08,1,2,Sítio Cercado,Cultura
2646,CURSO DE VIOLINO,2017-03-10,2017-03-10,1,4,Sítio Cercado,Cultura
2647,PEDALA CURITIBA BAIRRO NOVO,2017-03-06,2017-03-27,1,4,Sítio Cercado,Esporte
2648,Corrida Ciclística das Cem Voltas,2017-03-01,2017-03-29,1,4,Jardim Botânico,Esporte
2649,Oficina de Skate - Viva Jovem,2017-03-15,2017-03-15,0,,Pinheirinho,Esporte
2653,FESTA ANIVERSÁRIO 324 ANOS DE CURITIBA & 25 ANOS DO BAIRRO NOVO,2017-09-20,2017-09-20,1,1,Sítio Cercado,Eventos Regionais
2654,PEDALA CURITIBA BAIRRO NOVO,2017-03-14,2017-03-17,1,4,Sítio Cercado,Esporte
2655,PEDALA CURITIBA BAIRRO NOVO,2017-03-19,2017-03-19,1,1;4,Sítio Cercado,Esporte
2656,Passos na História,2017-03-22,2017-03-22,0,,São Francisco,Lazer
2661,Jogos Escolares de Curitiba -  Vôlei de Praia,2017-03-29,2017-03-29,0,,Jardim Botânico,Esporte
2662,Jogos Escolares de Curitiba -  Vôlei de Praia,2017-03-25,2017-03-25,0,,Jardim Botânico,Esporte
2663,Copa Curitiba de Basquete em Cadeira de Rodas,2017-03-24,2017-03-24,0,,Xaxim,Esporte
2669,Festa Aniversário de Curitiba,2017-03-25,2017-03-25,0,,Mercês,Lazer
2670,Viva Jovem - Break Dance,2017-03-25,2017-03-25,1,2;5;6,Cidade Industrial de Curitiba,Lazer
2671,Viva Jovem – Oficina de Fotografia,2017-03-26,2017-03-26,1,2;3;4;5;6,Capão Raso,Cursos
2672,Aulão de Ginástica,2017-03-23,2017-03-27,0,,Xaxim,Esporte
2673,Aulão nas Academias ao Ar Livre,2017-03-22,2017-04-05,0,,Boqueirão,Esporte
2674,Caminhada da Mulher,2017-03-24,2017-03-24,0,,Alto Boqueirão,Esporte
2675,Linha do Lazer Cajuru,2017-03-24,2017-03-24,0,,Jardim das Américas,Lazer
2679,Encontro Motos e Pedala Cajuru Solidário,2017-03-25,2017-03-25,0,,Cajuru,Lazer
2680,Viva Jovem – Oficina de DJ,2017-03-25,2017-03-25,1,2;3;4;5;6,Cajuru,Cursos
2681,Aula Inaugural de Capoeira – Projeto Kauande,2017-04-01,2017-04-01,0,,Pinheirinho,Esporte
2682,Aulão de Rítmos,2017-04-03,2017-04-28,0,,Fazendinha,Lazer
2683,Capacitação de Regras de Beach Soccer,2017-03-29,2017-03-29,0,,Fazendinha,Cursos
2687,Reinauguração da Quadra Poliesportiva da Rua da Cidadania do Carmo,2017-03-31,2017-03-31,0,,Boqueirão,Inaugurações
2688,TEATRO - A PAIXÃO DE CRISTO,2017-03-31,2017-03-31,1,6,Sítio Cercado,Cultura
2689,PEDALA CURITIBA BAIRRO NOVO,2017-03-31,2017-03-31,1,4,Sítio Cercado,Esporte
2690,FESTIVAL ESPORTE + ESCOLA = 10,2017-04-14,2017-04-14,1,7,Sítio Cercado,Esporte
2691,LINHA DO LAZER,2017-04-05,2017-04-05,1,7,Sítio Cercado,Esporte
2692,PEDALA CURITIBA BAIRRO NOVO,2017-04-08,2017-04-08,1,4,Sítio Cercado,Esporte
2693,PEDALA CURITIBA BAIRRO NOVO,2017-04-08,2017-04-08,1,4,Sítio Cercado,Esporte
2694,PEDALA CURITIBA BAIRRO NOVO,2017-04-12,2017-04-12,1,4,Sítio Cercado,Esporte
2695,Linha do Lazer,2017-04-19,2017-04-19,0,,Fazendinha,Lazer
2696,Evento alusivo ao Dia do Exército Brasileiro – Parque Barigui,2017-04-26,2017-04-26,1,1;7,Mercês,Lazer
2697,Aula Inaugural de Judô,2017-04-14,2017-04-14,1,3,Pinheirinho,Eventos Regionais
2698,Festa de Páscoa Associação de Moradores e Amigos da Vila Machado,2017-04-22,2017-04-23,1,7,Pinheirinho,Lazer
2699,Linha do Lazer,2017-04-18,2017-04-18,1,7,Fazendinha,Lazer
2700,Viva Jovem - grafitti,2017-04-22,2017-04-22,0,,Cidade Industrial de Curitiba,Lazer
2724,Inscrições para Atividades Sistemáticas,2017-04-22,2017-04-22,1,6,Santa Felicidade,Eventos Regionais
2725,Inscrições para Atividades Sistemáticas,2017-04-18,2017-05-04,1,6,Mercês,Eventos Regionais
2733,Torneio Basquetebol 3 x 3 (Infantil),2017-05-05,2017-05-05,1,6,Santa Felicidade,Esporte
2741,Caminhada e Aulão Dia das Mães Kusma,2017-05-05,2017-05-05,1,6,Santa Felicidade,Lazer
2925,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DO SALVADOR ALLENDE,2017-05-05,2017-05-05,1,4,Sítio Cercado,Saúde
2926,REUNIÃO DO CONSELHO DISTRITAL DE SAÚDE BAIRRO NOVO,2017-05-12,2017-05-12,1,5,Sítio Cercado,Saúde
2927,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DO JOÃO CÂNDIDO,2017-06-07,2017-06-07,1,2,Sítio Cercado,Saúde
2928,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DO COQUEIROS,2017-06-08,2017-06-08,1,3,Sítio Cercado,Saúde
2929,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DO OSTERNACK,2017-03-12,2017-03-12,1,3,Sítio Cercado,Saúde
2930,REUNIÃO DO CONELHO LOCAL DE SAÚDE DO PARIGOT DE SOUZA,2017-06-13,2017-06-13,1,4,Sítio Cercado,Saúde
2931,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DO SAMBAQUI,2017-06-13,2017-06-13,1,2,Sítio Cercado,Saúde
2932,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DA UMS NOSSA SENHORA APARECIDA,2017-06-14,2017-06-14,1,4,Sítio Cercado,Saúde
2938,Cem Voltas,2017-06-19,2017-06-19,1,4,Jardim Botânico,Esporte
2939,JOPEF,2017-06-21,2017-06-21,1,6;7,Rebouças,Cursos
2943,"Início do Curso de Fotografia ""Talento Jovem""",2017-06-14,2017-06-14,0,,Capão Raso,Cursos
2944,Fala Curitiba - Consultas Públicas,2017-06-16,2017-06-17,1,3,Lindóia,Eventos Regionais
2946,Fala Curitiba - Consultas Públicas,2017-06-19,2017-07-05,1,5,Novo Mundo,Eventos Regionais
2947,Festival Talento Jovem,2017-06-20,2017-06-20,1,7,Pinheirinho,Eventos Regionais
2948,Festa Junina,2017-06-22,2017-06-22,1,6,Bacacheri,Eventos Regionais
2950,Linha do Lazer,2017-06-24,2017-06-24,1,7,Jardim das Américas,Lazer
2952,Treinamento de Futebol Americano - Brown Spiders,2017-06-23,2017-06-23,1,3;5,Tinguí,Esporte
2953,Aulão de Capoeira,2017-06-24,2017-06-24,1,2,Tinguí,Esporte
2962,Aulão de Ritmos,2017-06-20,2017-06-22,1,6,Cidade Industrial de Curitiba,Eventos Regionais
2963,Reunião com Associação de Moradores,2017-06-26,2017-06-26,1,4,Santa Felicidade,Eventos Regionais
2964,Aulão de Ginástica,2017-06-23,2017-06-23,1,6,Cidade Industrial de Curitiba,Esporte
2965,Pedalando e Caminhando com Maria,2017-06-20,2017-06-21,1,1,Alto da Glória,Eventos Regionais
2966,Prova Ciclística 100 voltas,2017-06-23,2017-06-23,1,4,Jardim Botânico,Esporte
2967,Aula de Violão,2017-06-25,2017-06-25,1,7,Cidade Industrial de Curitiba,Eventos Regionais
2968,Aula de Canto,2017-06-21,2017-06-21,1,7,Cidade Industrial de Curitiba,Eventos Regionais
2969,Aula de Inglês,2017-06-24,2017-06-24,1,7,Cidade Industrial de Curitiba,Eventos Regionais
2971,7º Simpósio de Futebol em Curitiba,2017-06-24,2017-06-24,1,2,Mercês,Eventos Regionais
2975,Lançamento COMUNIDADE ESCOLA,2017-06-24,2017-06-24,1,7,Tatuquara,Lazer
2976,Festival de Futsal - Lançamento COMUNIDADE ESCOLA,2017-06-26,2017-06-26,1,7,Tatuquara,Esporte
2977,Aulão de Judô,2017-06-24,2017-06-24,1,7,Tatuquara,Esporte
2982,Grafitti – Viva Jovem,2017-06-24,2017-06-24,0,,Portão,Eventos Regionais
2990,Pedala na Virada Esportiva,2017-06-24,2017-06-24,1,7,Água Verde,Eventos Regionais
2998,Linha do Lazer,2017-06-12,2017-06-29,1,7,Cidade Industrial de Curitiba,Lazer
3004,Aulão de Defesa Pessoal,2017-07-01,2017-07-01,1,6,Bacacheri,Esporte
3005,Corrida Circuito das Estações de Inverno,2017-07-01,2017-07-01,1,1,Tarumã,Esporte
3006,Zumba Open,2017-06-30,2017-06-30,1,6,Fazendinha,Eventos Regionais
3029,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DA UMS BAIRRO NOVO,2017-07-02,2017-07-02,1,2,Sítio Cercado,Saúde
3030,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DA UMS UMBARÁ I,2017-06-30,2017-06-30,1,2,Umbará,Saúde
3031,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DA UMS SALVADOR ALLENDE,2017-07-03,2017-07-03,1,4,Sítio Cercado,Saúde
3032,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DA UMS SÃO JOÃO DEL REY,2017-07-03,2017-07-03,1,5,Sítio Cercado,Saúde
3033,REUNIÃO DA COMISSÃO LOCAL DA UPA SITIO CERCADO,2017-07-05,2017-07-05,1,5,Sítio Cercado,Saúde
3034,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DA UMS XAPINHAL,2017-07-06,2017-07-06,1,6,Sítio Cercado,Saúde
3035,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DA UMS JOÃO CÂNDIDO,2017-07-06,2017-07-06,1,2,Sítio Cercado,Saúde
3036,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DA UMS COQUEIROS,2017-07-07,2017-07-07,1,3,Sítio Cercado,Saúde
3037,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DA UMS PARIGOT DE SOUZA,2017-07-10,2017-07-10,1,4,Sítio Cercado,Saúde
3038,REUNIÃO DO CONSELHO DISTRITAL DE SAÚDE BAIRRO NOVO,2017-07-11,2017-07-11,1,5,Sítio Cercado,Saúde
3039,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DA UMS SAMBAQUI,2017-07-12,2017-07-12,1,2,Sítio Cercado,Saúde
3040,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DA UMS NOSSA SENHORA APARECIDA,2017-07-13,2017-07-13,1,4,Sítio Cercado,Saúde
3041,REUNIÃO DA COMISSÃO DA MATERNIDADE DO BAIRRO NOVO,2017-07-17,2017-07-17,1,5,Sítio Cercado,Saúde
3042,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DA UMS UMBARÁ II,2017-07-19,2017-07-19,1,4,Umbará,Saúde
3045,Treinamento de Futebol Americano Masculino - Brown Spiders,2017-07-20,2017-07-20,1,3,Tinguí,Esporte
3046,Treinamento de Futebol Americano Masculino - Brown Spiders,2017-07-26,2017-07-26,1,5,Tinguí,Esporte
3047,Treinamento de Futebol Americano Feminino - Curitiba Silverhawks,2017-07-04,2017-07-04,1,6,Tinguí,Esporte
3048,Festa Julina CEI Cantinho do Parque,2017-07-06,2017-07-06,1,7,Tinguí,Eventos Regionais
3049,Festival de Férias de Inverno,2017-07-07,2017-07-07,1,2;3;4,Sítio Cercado,Eventos Regionais
3127,Festival de Férias,2017-07-08,2017-07-08,1,3;4;5;6,Centro,Eventos Regionais
3128,Dança Curitiba Circuito,2017-07-10,2017-07-12,1,1,São Francisco,Eventos Regionais
3130,Orientação de Academias ao Ar Livre,2017-07-18,2017-07-21,1,7,Campo de Santana,Eventos Regionais
3284,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DO XAPINHAL,2017-07-30,2017-07-30,1,6,Sítio Cercado,Saúde
3285,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DA UMS BAIRRO NOVO,2017-07-29,2017-07-29,1,2,Sítio Cercado,Saúde
3286,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DA UMS UMBARÁ I,2017-09-01,2017-09-01,1,2,Umbará,Saúde
3287,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DA UMS SALVADOR ALLENDE,2017-09-04,2017-09-04,1,4,Sítio Cercado,Saúde
3288,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DA UMS JOÃO CÂNDIDO,2017-09-04,2017-09-04,1,2,Sítio Cercado,Saúde
3289,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DA UMS COQUEIROS,2017-09-06,2017-09-06,1,3,Sítio Cercado,Saúde
3290,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DA UMS OSTERNACK,2017-09-11,2017-09-11,1,3,Sítio Cercado,Saúde
3291,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DA UMS PARIGOT DE SOUZA,2017-09-12,2017-09-12,1,4,Sítio Cercado,Saúde
3292,REUNIÃO DA COMISSÃO LOCAL DA UPA SITIO CERCADO,2017-09-12,2017-09-12,1,5,Sítio Cercado,Saúde
3293,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DA UMS SAMBAQUI,2017-09-13,2017-09-13,1,2,Sítio Cercado,Saúde
3294,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DA UMS NOSSA SENHORA APARECIDA,2017-09-14,2017-09-14,1,4,Sítio Cercado,Saúde
3295,REUNIÃO DA COMISSÃO DA MATERNIDADE BAIRRO NOVO,2017-09-18,2017-09-18,1,5,Sítio Cercado,Saúde
3296,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DA UMS UMBARÁ II,2017-09-20,2017-09-20,1,4,Umbará,Saúde
3600,APRESENTAÇÃO BANDA LYRA E QUINTETO DE CÂMERA DE METAIS,2017-09-21,2017-09-21,1,4,Umbará,Cultura
3732,Aniversário de Curitiba na Regional do Boqueirão,2017-09-27,2017-09-27,1,6,Boqueirão,Viva Curitiba 326
3733,Aniversário de Curitiba na Regional do Portão/Fazendinha,2017-11-29,2017-11-29,1,6,Fazendinha,Viva Curitiba 326
3734,Aniversário de Curitiba na Regional do Boa Vista,2018-03-23,2018-03-23,1,7,Bairro Alto,Viva Curitiba 326
3735,Aniversário de Curitiba na Regional do CIC,2018-03-23,2018-03-23,1,7,Cidade Industrial de Curitiba,Viva Curitiba 326
3736,Aniversário de Curitiba na Regional do Bairro Novo,2018-03-24,2018-03-24,1,7,Sítio Cercado,Viva Curitiba 326
3737,Aniversário de Curitiba no Parque Barigui,2018-03-24,2018-03-24,1,1,Santo Inácio,Viva Curitiba 326
3738,Serenata para Curitiba no Parque Tanguá,2018-03-24,2018-03-24,1,1,Pilarzinho,Viva Curitiba 326
3739,Aniversário de Curitiba na Regional no Cajuru,2018-03-25,2018-03-25,1,3,Capão da Imbuia,Viva Curitiba 326
3740,Mutirão da Cidadania do Boa Vista,2018-03-25,2018-03-25,1,5;6;7,Boa Vista,Viva Curitiba 326
3741,Aniversário de Curitiba na Regional Matriz,2018-03-27,2018-03-27,1,2,Centro,Viva Curitiba 326
3742,Aniversário de Curitiba na Regional do Tatuquara,2018-03-01,2018-03-03,1,2,Tatuquara,Viva Curitiba 326
3743,Aniversário de Curitiba na Regional de Santa Felicidade,2018-03-12,2018-03-12,1,5,Santa Felicidade,Viva Curitiba 326
3744,Aniversário de Curitiba na Regional do Pinheirinho,2018-03-12,2018-03-12,1,5,Capão Raso,Viva Curitiba 326
3752,Paixão de Cristo 2018 - Equipe Teatral Arte e Vida,2018-03-22,2018-03-22,1,6,Sítio Cercado,Cultura
3753,Paixão de Cristo 2018 - Associação Cultural Êxodus,2018-03-22,2018-03-22,1,6,Abranches,Cultura
3754,Paixão de Cristo 2018 - ADORARTE,2018-03-30,2018-03-30,1,6,Bairro Alto,Cultura
3755,Paixão de Cristo 2018 - JUBAC,2018-03-30,2018-03-30,1,6,Alto Boqueirão,Cultura
3756,Grupo de Teatro Amor em Cena,2018-03-30,2018-03-30,1,6,Xaxim,Cultura
3757,Paixão de Cristo 2018 - Grupo de Teatro,2018-03-30,2018-03-30,1,6,Pinheirinho,Cultura
3758,Paixão de Cristo 2018 - Grupo de Jovens Mãe Maria,2018-03-30,2018-03-30,1,6,Pinheirinho,Cultura
3760,Lazer nas Arcadas,2018-03-30,2018-03-30,1,1,São Francisco,Lazer
4214,Caminhada Comemorativa ao Dia do Soldado,2018-03-30,2018-03-30,1,6,Centro,Eventos Regionais
4363,Lazer no Clube,2019-06-30,2019-12-24,0,,Uberaba,Lazer
4364,Corrida das Cem Voltas,2018-08-24,2018-08-24,0,,Jardim Botânico,Esporte
4365,Maratoninha Aquática,2018-10-20,2018-10-20,0,,Centro,Esporte
4366,Festival EE 10 de Ginástica Artística,2018-10-17,2018-10-17,0,,Centro,Esporte
4367,Workshop de Kung Fu e Tai Chi Chuan,2018-10-20,2018-10-20,0,,Centro,Esporte
4368,Caminhada Outubro Rosa,2018-10-20,2018-10-20,0,,Jardim Botânico,Lazer
4369,Aulão de Ritmos,2018-10-21,2018-10-21,0,,Fazendinha,Lazer
4370,Dia das Crianças - Caximba,2018-10-18,2018-10-18,0,,Tatuquara,Lazer
