EVE_TITULO;EVE_DATA_INICIO;EVE_DATA_TERMINO;EVE_REPETIR;EVE_DIA;BAI_DESCRICAO;ETE_DESCRICAO;EVE_DESCRICAO_NORM
“Origens”;2019-05-24;2019-05-25;0;*;Cidade Industrial de Curitiba;Cultura;servico area artistica multilinguagemnome atracao horario horas escola municipal hamilton calderari lealpublico dirigidogratuito
Circus – Circo e Teatro de Bonecos;2019-05-23;2019-05-24;0;*;Cidade Industrial de Curitiba;Cultura;area artistica artes cenicas nome atracao circus circo teatro bonecosdatas sabado horario igreja presbiteriana cidade industrialpublico livregratuito
Pedala Curitiba-CIC;2019-05-23;2019-05-23;0;*;Cidade Industrial de Curitiba;Eventos Regionais;pedalada noturna objetivo proporcionar populacao geral pratica atividade fisica lazer atraves uso percurso km varia cada semana passando diversos bairros departamento lazer todos pedalas orientamos item seguranca capacete obrigatorio idade minima participacao anos
Fala Curitiba Regional Pinheirinho;2019-05-25;2019-05-25;1;5;Pinheirinho;Eventos Regionais;reuniao programa fala curitiba debater prioridades dobairro pinheirinho processo composicao lei orcamentaria anual loa
Fala Curitiba-Boqueirão;2019-05-29;2019-05-29;1;3;Boqueirão;Eventos Regionais;chegou hora selecionar prioridades bairro participe
aniversário UPA -Tatuquara;2019-05-30;2019-05-30;1;2;Tatuquara;Eventos Regionais;prefeito curitiba rafael greca secretaria municipal saude marcia huculak convidam aniversario upa evento abrilhantado banda lira curitibana
"No Xaxim; Prefeitura de Curitiba entrega 18º farol da inovação";2019-06-04;2019-06-04;0;*;Xaxim;Inaugurações;obras revitalizacao farol saber inovacao albert einstein junto escola municipal castro xaxim entregues nesta prefeito rafael greca secretaria municipal educacao maria silvia bacila farol cidade ganhar oficina criatividade impressora atender comunidade terceiro farol inovacao regional boqueirao junto unidades mario quintana luis camoes farois saber inovacao evolucao farois saber criados prefeito rafael greca decada primeira gestao objetivo criar espacos inovacao baseados conceito educacao maker mao massa antes estruturas livros acesso internet agora farois oferecem impressoras criacao prototipos orientacao professores rede municipal passam formacao espacos ganham nova pintura plotagem alem trocas piso loucas banheiro outras final deste ano cidade contara unidades modelo inovacao investimento prefeitura curitiba adequacoes r entrega farol saber inovacao albert einstein castrodata rua ayrton pizzatto gusi xaxim
Fala Curitiba-Cajuru Escola Municipal Michel Khury;2019-05-27;2019-05-27;1;5;Uberaba;Eventos Regionais;fala escola municipal michel khuryr adhmar vieira araujo hs
Fala Curitiba - Boa Vista;2019-05-27;2019-05-28;0;*;Cachoeira;Eventos Regionais;chegou hora selecionar prioridades bairro participe
Fala Curitiba - Boa Vista;2019-06-14;2019-06-18;0;*;Bairro Alto;Eventos Regionais;chegou hora selecionar prioridades bairros atuba bairro participe
Fala Curitiba - Bairro Novo;2019-06-04;2019-06-04;1;3;Sítio Cercado;Eventos Regionais;nan
Fala Curitiba;2019-06-11;2019-06-11;1;5;Umbará;Eventos Regionais;nan
Fala Curitiba - Bairro Novo;2019-06-04;2019-06-04;1;3;Umbará;Eventos Regionais;nan
Fala Curitiba - Bairro Novo;2019-06-06;2019-06-06;1;5;Sítio Cercado;Eventos Regionais;nan
Fala Curitiba - Bairro Novo;2019-06-11;2019-06-11;1;4;Sítio Cercado;Eventos Regionais;nan
Fala Curitiba - Bairro Novo;2019-06-13;2019-06-13;1;3;Sítio Cercado;Eventos Regionais;nan
Fala Curitiba - Bairro Novo;2019-06-13;2019-06-13;1;5;Umbará;Eventos Regionais;nan
VII Fórum Paranaense de Mobilidade Urbana;2019-06-18;2019-06-18;0;*;Bigorrilho;Eventos Regionais;nan
Caminhão Coleta de Lixo Eletrônico;2019-06-06;2019-06-06;1;5;Fazendinha;Eventos Regionais;presenca caminhao coleta lixo eletronico rua cidadania fazendinha caminhao ficara parado estacionamento rua cidadania
Audiência Pública - fala Curitiba;2019-05-30;2019-05-31;1;3;Tatuquara;Eventos Regionais;chegou hora selecionar prioridades bairro participe
DESCARTE LIXO CORRETO REGIONAL CAJURU 07-06;2019-06-06;2019-06-06;0;*;Cajuru;Eventos Regionais;nan
Gran Circo Stopim;2019-06-04;2019-06-04;0;*;Cidade Industrial de Curitiba;Cultura;core etuba historia encantadadatas escola municipal ulisses falcao vieirapublico dirigidogratuito
Palestra Edson Bueno - A História do Teatro Paranaense;2019-06-04;2019-06-07;0;*;Cidade Industrial de Curitiba;Eventos Regionais;palestra edson bueno historia teatro paranaensedatas colegio estadual professora hildegard sondahlpublico dirigidogratuito
Torneio Tênis de mesa;2019-06-08;2019-06-08;0;*;Cidade Industrial de Curitiba;Eventos Regionais;torneiotenis praca cicendereco sebastiao ribeiro batista
Fala Curitiba Cajuru- Escola ESI São Carlos Borromeo;2019-06-19;2019-06-19;1;5;Cajuru;Eventos Regionais;fala curitiba cajuru junhoescola esi carlos borromeoendereco av cel francisco santos jardim americas curitiba pr horario hs
Setran faz leilão de veículos apreendidos;2019-06-08;2019-06-08;1;4;Portão;Segurança;superintendencia transito setran vai promover leilao desucatas bens patio setran retirados ruas operacoes fiscalizacao transito interessados participar leilao podem examinar bens dia patio veiculos apreendidos setran endereco rua alberto klemtz portao vistoria necessario levar documento leilao feito junhona forma bem der maiorlance
Comunidade do Bairro Novo recebe 19º Farol do Saber e Inovação;2019-06-06;2019-06-13;0;*;Sítio Cercado;Inaugurações;nesta curitiba ganha farol saber inovacao regional bairro novo unidade senador acciolly filho junto escola municipal professora augusta gluck ribas bairro sitio cercado entrega feita prefeito rafael greca secretaria municipal educacao maria silvia investimento prefeitura curitiba adequacoes r milhoes
IV Semana de Canto Coral Henrique de Curitiba;2019-06-19;2019-06-19;0;*;Centro;Cultura;iv semana canto coral henrique curitiba coro camerata antiqua curitibahomenagem ingrid muller seraphim pr direcao artistica mara campos sp concertos coros junho junho santa maria espaco culturalrua conselheiro laurindo curitibaoficinaslucia passos rs voz vocal trabalho corallink inscricoes https puebla ana abe sp voz movimentoana yara campos mara campos sp canto montagem repertorio ingressos custam r inteira r meias podem ser adquiridos bilheteria espaco site
Semana Municipal de Prevenção ao Uso de Drogas;2019-06-11;2019-06-11;1;2;Santo Inácio;Educação;cerimonia abertura mesa fala autoridades hinos nacional municipal participacao banda cultural apresentacao coral centro atendimento psicossocial alcool drogas boa vista caps ad campanha debates drogas desafios contemporaneidade
Orquestra à Base de Corda: “Trilhas inesquecíveis do Cinema Mundial”.;2019-06-11;2019-06-16;1;"1;7";São Francisco;Cultura;espetaculo trilhas inesqueciveis cinema mundial orquestra base corda apresenta obras consagrados compositores dedicam trilhas musicais cinema repertorio obras ennio morricone henry mancini vangelis outros especialmente adaptadas formacao inteira meia
Semana Municipal de Prevenção ao Uso de Drogas;2019-06-24;2019-06-24;1;3;Centro;Educação;acoes integradas boca maldita distribuicao revista quadrinhos sobre prevencao uso drogas destinada criancas atividades interativas publico infantil foco abordagem pais orientacao pais responsaves esclarecendo duvidas repassando informacoes sobre prevencao uso drogas promocao arte musical artistas locais fator prevencao publico jovem projetos departamento politicas sobre drogas conhecimento participacao populacao curitibana orientacao individual sobre dependencia quimica tratamento encaminhamentos apoio orientacao sobre dependencia quimica tratamento encaminhamentos realizado equipe secretaria municipal saude apresentacao musical talentos projeto nova morada vida nova
"Teatro de bonecos ""Montando Lobato""";2019-06-15;2019-06-16;1;1;São Francisco;Cultura;universo livro apresentado jogo teatral onde plateia interage diretamente personagens espetaculo coautora historia cenario grande livro teatro apresentado apenas domingos
Semana Municipal de Prevenção ao Uso de Drogas;2019-06-25;2019-06-25;1;2;Centro;Educação;acoes integradas praca rui barbosa distribuicao revista quadrinhos sobre prevencao uso drogas destinada criancas atividades interativas publico infantil foco abordagem pais orientacao pais responsaves esclarecendo duvidas repassando informacoes sobre prevencao uso drogas promocao arte musical artistas locais fator prevencao publico jovem projetos departamento politicas sobre drogas conhecimento participacao populacao curitibana orientacao individual sobre dependencia quimica tratamento encaminhamentos servicos ofertados fundacao acao social f apoio orientacao sobre dependencia quimica tratamento encaminhamentos realizado equipe secretaria municipal saude musical paulinho caravana alegria parceria fundacao cultural curitiba
Semana Municipal de Prevenção ao Uso de Drogas;2019-06-16;2019-06-30;1;3;Centro;Educação;projeto intervidaspromover atencao pessoas situacao rua fazem uso alcool outras drogas meio acoes cuidado aproximacao possibilitando insercao servicosde atendimento municipio
"Lançamento do jogo digital: ""A Jornada da Graciosa""";2019-06-24;2019-06-24;1;6;Centro;Cultura;tentativa ilustrar marcos importante serra mar paranaense equipe hoyt hoy estudio desenvolvedores jogos criaram jogo jornada graciosa jogo conta ilustra historia serra graciosa tempo primeiros exploradores serra ainda mistica acompanhe pagina jogo redes sociais https http gratuito
"Grupo de Folclore Vocal Português “Bacalhau com Notas""";2019-06-25;2019-06-25;1;1;Centro;Cultura;grupo musicas tradicionais notas apresenta repertorio cancoes folcloricas praca iguacu pavilhao etnico gratuito
Semana Municipal de Prevenção ao Uso de Drogas;2019-06-14;2019-06-14;1;3;Guaíra;Educação;mesa redonda nova politica sobre drogas mediadores grace puchetti rogerio sechpalestrantes acacio bernardes faria filho presidente comped tema importancia conselhos sobre drogas thiago massolin presidente compacta tema papel comunidades terapeuticas cts politicas publicas guilherme barros perini coordenador projeto semear mp tema direito individual coletivo uso substancias psicoativas diana lima silva titular sindijor comped dependencia quimica tema fatores risco
Baptiste Herbin Quarteto e Convidados;2019-06-16;2019-06-16;1;3;Prado Velho;Cultura;convidado especial traz amigo parceiro musical ademir junior passagem brasil toca capital paranaense lado musicos jazz conhecidos cena curitibana jeff sabag piano fernando rivabem bateria thiago duarte contrabaixo premio primeiro album stoon baptiste herbinestudou conservatorio superior paris classe jazz riccardo del fra segundo disco lancado gravou apresentou grandes musicos internacionais kenny garrett james carter gary smulyan jerry bergonzi glenn ferris outros
Semana Municipal de Prevenção ao Uso de Drogas;2019-06-25;2019-06-25;1;4;Centro;Educação;acoes boca maldita distribuicao revista quadrinhos sobre prevencao uso drogas destinada criancas atividades interativas publico infantil foco abordagem pais orientacao pais responsaves esclarecendo duvidas repassando informacoes sobre prevencao uso drogas promocao arte musical artistas locais fator prevencao publico jovem projetos departamento politicas sobre drogas conhecimento participacao populacao curitibana orientacao individual sobre dependencia quimica tratamento encaminhamentos apoio orientacao sobre dependencia quimica tratamento encaminhamentos realizado equipe secretaria municipal saude musical talentos projeto nova morada vida nova
Semana Municipal de Prevenção ao Uso de Drogas;2019-06-18;2019-06-18;1;4;Centro;Educação;projeto intervidaspromover atencao pessoas situacao rua fazem uso alcool outras drogas meio acoes cuidado aproximacao possibilitando insercao servicos atendimento municipio
Semana Municipal de Prevenção ao Uso de Drogas;2019-06-26;2019-06-26;1;4;Prado Velho;Educação;palestra influencia alcool qualquer outra substancia psicoativa determine dependencia condutores veiculos palestrante cel puchetti chefe gabinete diretor geral conducao veiculos sob influencia substancias psicoativas abordagem juridica palestrante claudionor agibert diretor daescola publica transito curitiba
Semana Municipal de Prevenção ao Uso de Drogas;2019-06-26;2019-06-26;1;5;Centro;Educação;acoes praca tiradentes distribuicao revista quadrinhos sobre prevencao uso drogas destinada criancas atividades interativas publico infantil foco abordagem pais orientacao pais responsaves esclarecendo duvidas repassando informacoes sobre prevencao uso drogas promocao arte musical artistas locais fator prevencao publico jovem projetos departamento politicas sobre drogas conhecimento participacao populacao curitibana orientacao individual sobre dependencia quimica tratamento encaminhamentos cultural apresentacao banda centro referencia especializado populacao situacao rua joao dorvalino borba apoio orientacao sobre dependencia quimica tratamento encaminhamentos realizado equipe secretaria municipal saude apresentacao musical ronaldo caffe fininha parceria fundacao cultural curitiba
"Espetáculo ""A Lenda de Coré Etuba""";2019-06-26;2019-06-26;1;3;Cajuru;Cultura;espetaculo infantil relata lenda trupe atores mambembes vao desmistificar contar historia criacao curitiba
Sons do Sul – Diálogos com a  Música Armorial;2019-06-27;2019-06-27;1;4;Prado Velho;Cultura;grupo rosa armorial traz show selecao musicas representam sotaques parte meridional pais repertorio carrega diversas manifestacoes culturais regiao sudeste influencias ibericas parana folclore litoraneo rica sonoridade divisa estados rio grande sul santa inteira meia
Semana Municipal de Prevenção ao Uso de Drogas;2019-06-18;2019-06-18;1;5;Centro;Educação;mesa redonda bastidores atual problema drogas palestrante ricardo losso medico psiquiatra especialista dependencia quimica mestre raphael mestres psicologo especialista dependencia quimica mestre prevencao tratamento dependencias professor elabora executa projetos prevencao coordenador grupo estudos instituto nicacio mendonca psicologo especialista dependencia quimica mestre psicologia professor coordenador grupo estudos
Semana Municipal de Prevenção ao Uso de Drogas;2019-06-19;2019-06-19;1;6;Centro;Educação;acoes praca tiradentes distribuicao revista quadrinhos sobre prevencao uso drogas destinada criancas atividades interativas publico infantil foco abordagem pais orientacao pais responsaves esclarecendo duvidas repassando informacoes sobre prevencao uso drogas promocao arte musical artistas locais fator prevencao publico jovem projetos departamento politicas sobre drogas conhecimento participacao populacao curitibana orientacao individual sobre dependencia quimica tratamento encaminhamentos apoio orientacao sobre dependencia quimica tratamento encaminhamentos realizado equipe secretaria municipal saude musical arcanjo violino parceria fundacao cultural cultural apresentacao banda centro referencia especializado populacao situacao rua joao dorvalino borba
Semana Municipal de Prevenção ao Uso de Drogas;2019-06-27;2019-06-27;1;6;Prado Velho;Educação;mesa redonda atuacao profissional dentro dependencia quimica palestrante ricardo losso medico psiquiatra especialista dependencia quimica mestre raphael mestres psicologo especialista dependencia quimica mestre prevencao tratamento dependencias professor elabora executa projetos prevencao coordenador grupo estudos instituto nicacio mendonca psicologo especialista dependencia quimica mestre psicologia professor coordenador grupo louis carnieri medico especialista psiquiatria terapia treinamentos area dependencia quimica
Semana Municipal de Prevenção ao Uso de Drogas;2019-06-28;2019-06-28;1;7;Centro;Educação;acoes integradas praca rui barbosa distribuicao revista quadrinhos sobre prevencao uso drogas destinada criancas atividades interativas publico infantil foco abordagem pais orientacao pais responsaveis esclarecendo duvidas repassando informacoes sobre prevencao uso drogas promocao arte musical artistas locais fator prevencao publico jovem projetos departamento politicas sobre drogas conhecimento participacao populacao curitibana orientacao individual sobre dependencia quimica tratamento encaminhamentos apoio orientacao sobre dependencia quimica tratamento encaminhamentos realizado equipe secretaria municipal saude sobre modelo acolhimento comunidades terapeuticas compacta cursos captacao vagas emprego intermediacao mao obra seguro desemprego emissao carteira trabalho sistema nacional emprego apresentacao projetos teatro fantoches cao amigo guarda municipal curitiba conscientizacao populacao sobre comportamentos risco transito foco seguranca valorizacao vida escola publica transito curitiba concientizacao populacao sobre desastres acidentes domesticos foco abuso substancias quimicas defesa civil apresentacao danca grupo folclorico alemao iriginal einigkeit tanzgruppe sociedade theo costa banda galacticos banda banda ministerio banda ministerio banda solenidade show encerramento mauro henrique souza israel salazar
Show As Bahias e a Cozinha Mineira;2019-06-28;2019-06-28;1;"6;7";Prado Velho;Cultura;grupo musical brasileiro formado universidade paulo onde banda comecou apresentar festas universitarias grupo possui fortes influencias gal costa clube esquina mote musica identificar formas expressao inteira meia
Campeonato Paranaense de Punhobol;2019-06-29;2019-06-29;0;*;Santa Felicidade;Educação;neste domingo junho acontece partir clube merces rua valerio haisi santa felicidade campeonato paranaense punhobol jogos aproximadamente atletas fazem parte duas equipes representam escolas municipais mirazinha braga bom retiro nympha maria rocha peplow vista alegre
Americando: Uma Viagem pela América do Sul;2019-06-14;2019-06-15;1;"6;7";Prado Velho;Cultura;coletivo formado brasileiros chilenos peruanos mostra curitibanos mistura diferentes estilos ritmos musicas tradicionais show contemplados programa apoio incentivo cultura prefeitura edital paiol musical inteira meia
3ª FIMS- Feira Internacional da Música do Sul;2019-06-15;2019-06-16;1;"5;6;7";Portão;Cultura;evento reune curitiba profissionais cadeia produtiva criativa musica intuito gerar negocios agentes inteira meia
Mostra Paranaense de Dança - Tanzboden;2019-06-21;2019-06-22;1;"1;7";Centro;Cultura;tradicional encontro grupos folcloricos alemaes organizado concordias germanische volkstanzgruppe preenche manha domingo apresentacao ritmos germanicos continuidade acontece mostra paranaense danca trara outros grupos danca apresentarem pavilhao
"Domingo Onze e Meia com o grupo ""Taque Tique Tá"" MPB para crianças";2019-06-20;2019-06-22;1;1;São Francisco;Cultura;taque tique ta mpb criancas grupo composto andrezza prodossimo voz teclado percussao corporal andre prodossimo direcao musical baixo helena sofia acordeon voz renan mattar guitarra violao luis rolim bateria percussao
Fala Curitiba-Cajuru Escola Municipal Michel Khury;2019-06-22;2019-06-23;0;*;Cajuru;Eventos Regionais;fala escola municipal michel khuryr adhmar vieira araujo hs
Pavilhão Étnico - Latinidades Curitibanas;2019-06-23;2019-06-23;1;3;Centro;Cultura;evento trata riquezas gastronomicas povos latinos praca iguacu pavilhao etnico curitiba
Fala Curitiba-Cajuru Escola Municipal Michel Khury;2019-06-18;2019-06-18;1;5;Cajuru;Eventos Regionais;fala escola municipal michel junho
Machado de Assis Revisitado: Novas Estratégias e Abordagens;2019-06-25;2019-06-25;1;3;Portão;Cultura;professora greyce bellin percorre fortuna critica machadiana analisando principais abordagens obra bruxo cosme velho apontando novos caminhos criticos teoricos serem explorados resgate textualidade cronicas publicadas jornal abordagem percebe corpo aparato partir anos
"Thobias de Santana lança EP ""KHAIRÓOS""";2019-06-18;2019-06-18;1;4;Prado Velho;Cultura;thobias santana lanca khairoos quatro cancoes autoria traduzem voz melodia poesia reflexoes pensamentos desse novo inteira meia
Mediação Literária - Especial: Semana Machado de Assis;2019-06-25;2019-06-25;1;"3;4;5;6";Portão;Cultura;oficina mescla leituras machadianas explicacoes teoricas discussoes coletivas pratica exercicios leitura voz alta partir anos
"Machado 180; Revisto e Ampliado";2019-06-26;2019-06-26;1;4;Portão;Cultura;encontro tratar grandes romances autor partir obras diversas linguagens cinema teatro musica artes visuais percebendo importancia legado imaginario arte juliane souto rodrigo hayallaclassificacao partir anos
Coro da Camerata Antíqua de Curitiba - Concerto nas Igrejas;2019-06-25;2019-06-28;1;5;Hauer;Cultura;repertorio desse concerto reflete caracteristica proposta musical projeto concerto igrejas sendo apanhado historico grandes obras classicas compositores estrangeiros brasileiros henry purcell chico buarque i edu lobo paul basler johann sebastian bach georg friedrich handel outros
Machado 180: Conta Machado;2019-06-26;2019-06-26;1;5;Portão;Cultura;contacao historia contos diversos autor apresentados texto machado ganhando vida somente paginas vozes corpos espaco ali freyer janaina partir anos
Roda de Música Caipira;2019-06-27;2019-06-27;1;4;São Francisco;Cultura;direcao musical rogerio gulim oswaldo rios junior especial rubens pires
Roda de Choro;2019-06-27;2019-06-27;1;5;São Francisco;Cultura;programa reune artistas locais publico interessado chorinho apresentacoes todas sob comando juliao boemio cavaquinho lucas melo violao cordas durante roda choro flautas bandolins cavaquinhos violoes compoem conjunto instrumentos garantem momentos virtuosismo descontracao existe formacao especifica musicos vao chegando juntam gratuito
Show Farrear Acústico de Rogéria Holtz;2019-06-19;2019-06-19;1;"6;7";Prado Velho;Cultura;anos carreira curitibana rogeria holtz faz duas apresentacoes recente repertorio relembra composicoes gravadas tres cds pais alice holtz natocaia novissimos arranjos musicas ineditas caue menandro propria cantora recentes criacoes carlos careqa du gomide cantora rogeria holtz lanca dvd shows acusticos dia junho teatro inteira meia
Machado 180: O Que Contam As Carolinas;2019-06-27;2019-06-27;1;6;Portão;Cultura;roda leitura contos autor lidos coletivamente conversa pauta lugar personagens mulheres ocupam obras machadianas retratadas posicao social epoca passa narrativa titulo homenagem mulher machado carolina augusta xavier novais exerceu relevante influencia sobre producao juliane soutoingresso gratuito
Festival Sabores do Pinhão;2019-06-28;2019-06-29;1;"1;4;5;6;7";Centro;Feiras;festival sabores pinhao chega edicao celebrar considerado fruto simbolo parana variedade receitas utilizam pinhao principal ingrediente festival reune restaurantes curitiba festa gastronomica cultural evento acontece dias junho estrutura montada rua general carneiro lado mercado diferentes opcoes gastronomicas sabores pinhao trara aulas show apresentacoes musicais alem informacoes sobre pesquisas desenvolvidas embrapa florestas araucaria fruto simbolo parana pinhao remonta epoca algumas tribos indigenas habitaram regiao sul pais continua tradicionalmente sendo consumido importante fonte alimentar evento promovido prefeitura curitiba meio secretaria municipal abastecimento realizado associacao comerciantes estabelecidos mercado municipal ascesme patrocinio agencia fomento parana banco regional desenvolvimento extremo sul brde apoio instituto municipal turismo fundacao cultural curitiba empresa brasileira pesquisa agropecuaria embrapa instituto paranaense assistencia tecnica extensao rural emater universidade federal parana associacao brasileira bares restaurantes abrasel associacao celiacos parana quarta sexta sabado domingo gratuita
FALA CURITIBA -ALTO BOQUEIRÃO;2019-06-28;2019-06-28;1;3;Alto Boqueirão;Eventos Regionais;fala curitibareuniao fala curitiba bairro alto boqueirao
AFINA-SE – Apresentações de Alunos do Conservatório de MPB de Curitiba;2019-06-26;2019-06-30;1;"1;2;7";São Francisco;Cultura;apresentacoes alunos conservatorio mpb semestre letivo cada final semestre letivo orientados professores alunos conservatorio mpb apresentam resultados trabalhos desenvolvidos sala aula durante semanas especiais apresentacoes sempre entrada franca estudantes iniciantes avancados diversos cursos instrumento canto praticas conjunto sobem junho sabado mpb pca jacob violao criancas daniel flauta doce doriane canto popular ana canto popular ana violao guilherme violao fabiano junho domingo mpb pca jacob percussao alex pratica conjunto samba luis rolim gustavo piano abigail canto popular clarissa julho segunda santa maria espaco piano criancas bruna saxofone raul clarinete jacson trombone lauro julho sabado mpb pca jacob cavaquinho juliao pratica conjunto choro juliao boemio lucas percussao vina piano reginaldo musica viola caipira rogerio julho domingo mpb pca jacob bateria criancas edi canto popular joubert canto popular joubert lem linguagem estruturacao musical julho segunda mpb auditorio nho flauta zelia pratica conjunto mpb lucas acordeom marina baixo marcelo bandolim renan bragatto
Pavilhão Étnico - Dia de Luxemburgo;2019-06-18;2019-06-18;1;1;Centro;Cultura;comunidade luxemburguesa curitibana organiza comemorar dia atividades culturais voltado discutir memoria atual momento praca iguacu pavilhao etnico curitibaingresso gratuito
"Grupo Brasileiro show ""Palavras""";2019-06-29;2019-07-08;1;"6;7";Centro;Cultura;direcao musical helena bel direcao cenica milton palavra crua palavra quer dizer tudo versos chico buarque inspirou novo show grupo brasileiro palavras sendo poetas pensadores grupo brasileiro canta palavras sinceridades liberdades amores ludicidades canta palavra conta historias show homenagem palavras todas formas grandes compositores utilizam fazer enxergar melhor dentro inteira meia
Visita Guiada Padrão;2019-06-30;2019-06-30;1;7;São Francisco;Cultura;fazer inscricaovia email partir dia enviando nome completo numero rg quatro participantes visitaguiada gratuito
58º Festival Folclórico e de Etnias do Paraná;2019-06-28;2019-06-29;0;*;Centro;Cultura;tradicional festival etnias estado parana realizado haquase seisdecadas leva palco teatro guaira grupos associados aintepar associacao interetnica parana associacao aberta etnias grupos interessados serem membros mesma existindo estatuto ser seguido rica etnicamente desta forma festival traz parcela povos formadores capital grupos participantes trazem alegria vibracao grande orgulho fato poderem difundir raizes abertura todos grupos centro espanhol folclore grego neolea gruppo siciliano isola del wisla grupo folclorico polones grupo folclorico ucraniano folclore ucraniano associacao cultural beneficente nipo brasileira curitiba nikkei ctb querencia santa monica folclore brasileiro grupo folclorico germanico original einigkeit tanzgruppe sociedade grupo folclorico italiano anima dantis grupo folclorico raizes grupo folclorico germanico alte grupo folclorico holandes castrolanda grupo folclorico piccola grupo folclorico italo brasileiro santa grupo junak folclore polones ingressos reais
Mostra Claudete Pereira Jorge;2019-06-29;2019-06-29;1;"1;2;3;7";São Francisco;Cultura;claudete pereira jorgepromove breve recorte producao artistica desta grande atriz teatro paranaense alem apresentacao espetaculos teatro novelas curitibanas selecao filmes quais atriz participou estara cartaz cinemateca curitiba confira programacao dia amor catarina br direcao gil baronielenco kefera buchmann greice barros maicon santini bruna louise ciliane vendruscolo rafinha sanchez rodrigo ferrarini luiz bertazzo tiphany schepanski claudete pereira jorge hique veiga inezita mary karen filme epoca apresenta rose dona casa devido problemas familia ve saida inspirar telenovela protagonizada catarina longa aborda relacionamentos outros assuntos vivenciados tres mulheres procuram solucoes lidar dificuldades relacionamento moderno solidao filme pretende discutir sutileza humor novas formas agrupamentos pratico melhor idade direcao adolfo rosenthala historia quatro amigas conceicao iris bruzzi zuleica ittala nandi carlota stella freitas minerva claudete pereira vivem expectativa fugir casa repouso curitiba onde enviadas respectivos familiares acreditam capazes cuidarem sozinhas proprios capazes desempenhar tarefa fuga conceicao zuleica carlota minerva vao parar foz iguacu aprontarao inclusive ciudad del paraguai pais faz divisa cidade parana enquanto quatro amigas curtem diem familiares ficam desesperados desaparecimento senhoras reunem forcas jovem sofia juliana didone filha zuleica jovem rafael guilherme winter filho carlota comecam procurar maes bailes bingos parques programas consideram tipicos terceira idade imaginar mesmas dancando boates gastando dinheiro cassino fazendo compras camelos conhecendo pontos turisticos voando helicoptero praticando esportes bruta br diretor mauricio ramos marqueselenco claudete pereira jorge ludmila nascarellaa raiz vinculada arvore presa z enquanto atalho anos direcao eduardo sobrinhorecebeu premios categorias melhor filme ficcao melhor filme melhor direcao durante trajetoria diversos festivais nacionais anos filme ainda exibido salas cinemas canais televisao paises miroca cuco caduco animacao direcao diego lopes claudio bitencourtelenco claudete pereira jorge eneas lour diego duda flavia schernerimagine mundo aonde idade sinonimo diferencas universo miroca motiva medos vontades principalmente amizades cuco caduco baseado obra homonima juciara rodrigues dona miroca entrar panico porque relogio estragou encontra tempo reencontrar velha amiga descobrir vida pode ser gostosa gente tempo pequenos prazeres brasil ficcao diretor mauricio ramos marqueselenco chico nogueira claudete pereira jorge michelle pucciuma senhora muitos anos acostumada vida solitaria pacata surpreendida chegada estranho casal vizinhos presenca casal sons vindos apartamento vizinho deixam senhora extremamente dama mendigodirecao luiz roberto meira kleber wladerelenco principal claudete pereira jorge luthero almeida jose basso nyara luz tiago luz dona efigenia perdendo memoria rapida responsavel guardar memorias presente imediato conta disso comeca resgatar lembrancas passado distante posteriormente reencontra pedro velho amigo encontro apenas invencao mente vacilante pedro realmente existido coitado fritzdirecao nelson setannielenco principal claudete pereira jorge marli good edson rocha
Orquestra de Câmara da Cidade de Curitiba - Fantasia Brilhante Carmen;2019-06-30;2019-07-12;1;"6;7";Centro;Cultura;orquestra camara cidade curitibadirecao musical violino solo priscila rato programamax bruch octeto si bemol maiorjeno hubay fantasia brilhante carmen op adaptacao violino cordas jambere cerqueira ingresso inteira meia
Mutirão Social na Regional Matriz;2019-06-20;2019-06-23;1;4;Centro;Eventos Regionais;realizacao mutirao social atendimento populacao situacao rua acao realizara oferta varios servicos secretarias municipais grupos
II mostra da Educação em Direitos Humanos;2019-06-28;2019-06-29;0;*;Tatuquara;Educação;semana dia junho nucleo regional educacao tatuquara realiza ii mostra educacao direitos humanos trabalhos desenvolvidos criancas estudantes professores escolas cmeis regional objetivo fazer rua cidadania torne espaco proprio familiar acoes unidades locais alem favorecer aproximacao populacao temas abordados desenvolvidos criancas estudantes profissionais educacao grande importancia todos dias atuais
