EVE_TITULO,EVE_DATA_INICIO,EVE_DATA_TERMINO,EVE_REPETIR,EVE_DIA,BAI_DESCRICAO,ETE_DESCRICAO
Brinquedos Infáveis - Festival de Férias Verão Curitiba 2019,2019-01-19,2019-02-24,0,,Sítio Cercado,Verão Curitiba
Brinquedos Infáveis - Festival de Férias Verão Curitiba 2019,2019-01-28,2019-01-28,0,,Bacacheri,Verão Curitiba
Brinquedos Infáveis - Festival de Férias Verão Curitiba 2019,2019-01-29,2019-01-29,0,,Tatuquara,Verão Curitiba
Brinquedos Infáveis - Festival de Férias Verão Curitiba 2019,2019-01-30,2019-01-30,0,,Cajuru,Verão Curitiba
Brinquedos Infáveis - Festival de Férias Verão Curitiba 2019,2019-01-31,2019-01-31,0,,Capão Raso,Verão Curitiba
Brinquedos Infáveis - Festival de Férias Verão Curitiba 2019,2019-01-31,2019-01-31,0,,Boqueirão,Verão Curitiba
Brinquedos Infáveis - Festival de Férias Verão Curitiba 2019,2019-02-01,2019-02-01,0,,Santa Felicidade,Verão Curitiba
Brinquedos Infáveis - Festival de Férias Verão Curitiba 2019,2019-02-01,2019-02-01,0,,Água Verde,Verão Curitiba
Brinquedos Infáveis - Festival de Férias Verão Curitiba 2019,2019-02-01,2019-02-01,0,,Prado Velho,Verão Curitiba
Slackline - Festival de Férias Verão Curitiba 2019,2019-02-02,2019-02-02,0,,Sítio Cercado,Verão Curitiba
Slackline - Festival de Férias Verão Curitiba 2019,2019-02-08,2019-02-08,0,,Sítio Cercado,Verão Curitiba
Badminton - Festival de Férias Verão Curitiba 2019,2019-01-28,2019-02-01,0,,Sítio Cercado,Verão Curitiba
Badminton - Festival de Férias Verão Curitiba 2019,2019-01-28,2019-02-01,0,,Sítio Cercado,Verão Curitiba
Jogos do Piá - Carrinhos de Rolimã no Festival de Férias Verão 2019,2019-01-28,2019-02-01,0,,Cajuru,Verão Curitiba
Skate - Festival de Férias Verão Curitiba 2019,2019-01-28,2019-02-01,0,,Cajuru,Verão Curitiba
Patinação - Festival de Férias Verão Curitiba 2019,2019-01-28,2019-01-28,0,,Cajuru,Verão Curitiba
Capoeira - Festival de Férias Verão Curitiba 2019,2019-01-29,2019-01-29,1,3;5,Capão Raso,Verão Curitiba
Brincando com Água - Parque Barigui,2019-02-01,2019-02-01,1,1;7,Santo Inácio,Verão Curitiba
Brincando com Água - Parque Lago Azul,2019-01-29,2019-01-31,1,1;7,Ganchinho,Verão Curitiba
Brincando com Água - Parque Barigui,2019-02-09,2019-02-10,1,1;7,Santo Inácio,Verão Curitiba
Brincando com Água - Parque Passaúna,2019-02-09,2019-02-10,1,1,Cidade Industrial de Curitiba,Verão Curitiba
Brincando com Água - Parque Náutico,2019-02-23,2019-02-24,0,,Boqueirão,Verão Curitiba
Entrega de novos Biarticulados,2019-02-24,2019-02-24,1,4,Centro,Viva Curitiba 326
326 Anos de Curitiba - Regional Matriz,2019-02-23,2019-02-24,1,3,Centro,Viva Curitiba 326
Feira das Cooperativas,2019-03-13,2019-03-13,1,6,Centro,Feiras
Mutirão Social Curitiba Que Não Dorme,2019-03-19,2019-03-19,1,6,Centro,Viva Curitiba 326
Smart City Expo Curitiba 2019,2019-03-15,2019-03-15,1,5;6,Santo Inácio,Viva Curitiba 326
Projeto Interação Jovem 2.0 - 2ª mostra,2019-03-22,2019-03-22,1,7,Tatuquara,Eventos Regionais
Saiba Como Captar Recursos Públicos e Com Instituições Financeiras,2019-03-21,2019-03-22,0,,Rebouças,Cursos
MEI precisa declarar Imposto de Renda Pessoa Física - IRPF?,2019-03-16,2019-03-16,0,,Cajuru,Cursos
Mutirão Social Curitiba Que Não Dorme,2019-03-19,2019-03-19,1,6,Centro,Viva Curitiba 326
TEDx Parque Barigui,2019-03-26,2019-03-26,0,,Santo Inácio,Cursos
Conquer Day CWB - 6° edição,2019-03-22,2019-03-22,0,,Abranches,Cursos
Escola da CIC promove atividades de lazer gratuitas aos sábados,2019-03-28,2019-03-28,0,,Cidade Industrial de Curitiba,Educação
Passeio Ciclísico Condor do Aniversário de Curitiba,2019-04-03,2019-04-03,0,,Água Verde,Viva Curitiba 326
GP Curitiba de Ciclismo,2019-03-20,2019-03-23,0,,Jardim Botânico,Viva Curitiba 326
Circuito Xeque Mate,2019-03-24,2019-03-24,0,,Centro,Viva Curitiba 326
Inauguração Cine Passeio,2019-03-24,2019-03-24,0,,Centro,Viva Curitiba 326
Aniversário de Curitiba - Regional Cajuru,2019-03-23,2019-03-23,0,,Cajuru,Viva Curitiba 326
Apresentação do Coral CRAS,2019-03-27,2019-03-28,0,,Cajuru,Viva Curitiba 326
Aniversário de Curitiba 326 anos - Boa Vista,2019-03-28,2019-03-28,0,,Boa Vista,Viva Curitiba 326
Entrega de Módulos Móveis da Guarda Municipal,2019-03-26,2019-03-26,0,,Centro,Segurança
Formatura da Primeira Turma de Pós-Graduação em Administração Pública,2019-04-09,2019-04-09,0,,Centro Cívico,Cursos
Consultas Públicas da LDO - Regional CIC,2018-03-25,2018-03-25,0,,Cidade Industrial de Curitiba,Eventos Regionais
Consultas Públicas da LDO - Regional Bairro Novo,2019-03-26,2019-03-26,0,,Sítio Cercado,Eventos Regionais
Consultas Públicas da LDO - Regional Pinheirinho,2019-04-01,2019-04-01,0,,Pinheirinho,Eventos Regionais
Consultas Públicas da LDO - Regional Tatuquara,2019-04-01,2019-04-01,0,,Tatuquara,Eventos Regionais
Consultas Públicas da LDO - Regional Boa Vista,2019-04-02,2019-04-02,0,,Tinguí,Eventos Regionais
Visita ao Jardim das Sensações,2019-04-02,2019-04-02,1,4,Jardim Botânico,Viva Curitiba 326
Consultas Públicas da LDO - Regional Matriz,2019-04-03,2019-04-03,0,,Centro,Eventos Regionais
Consultas Públicas da LDO - Regional Cajuru,2019-03-27,2019-03-27,0,,Cajuru,Eventos Regionais
Consultas Públicas da LDO - Regional Portão,2019-04-03,2019-04-03,0,,Fazendinha,Eventos Regionais
Consultas Públicas da LDO - Regional Boqueirão,2019-04-04,2019-04-04,0,,Boqueirão,Eventos Regionais
Aniversário de 37 anos do Zoológico de Curitiba - Circuito Animal,2019-04-04,2019-04-04,1,5,Alto Boqueirão,Viva Curitiba 326
Consultas Públicas da LDO - Regional Santa Felicidade,2019-04-05,2019-04-05,0,,Santa Felicidade,Eventos Regionais
Apresentação de Dança e Canto CRAS Santa Felicidade,2019-03-28,2019-03-28,0,,Santa Felicidade,Eventos Regionais
Inauguração CMAEE TATUQUARA,2019-04-05,2019-04-05,1,6,Tatuquara,Viva Curitiba 326
"XVII Ciclo de Palestras ""Curitiba; a Experiência em Gestão Urbana""",2019-03-26,2019-03-26,1,6,Bigorrilho,Cursos
Curitiba 326 Anos - Regional Portão,2019-04-05,2019-04-05,1,3,Fazendinha,Viva Curitiba 326
Dia Mundial do Escoteiro,2019-05-03,2019-05-03,1,3,Fazendinha,Eventos Regionais
Dia Nacional do Líder Comunitário,2019-04-02,2019-04-02,1,4,Fazendinha,Eventos Regionais
Semana Mundial do Meio Ambiente,2019-04-23,2019-04-23,1,5,Fazendinha,Educação
Homenagem ao Dia dos Namorados,2019-05-08,2019-05-08,1,4,Fazendinha,Eventos Regionais
Inauguração do Liceu de Ofícios e Inovação - FAB LAB Cajuru,2019-06-06,2019-06-06,0,,Cajuru,Cursos
Feira de Inovação - Calcadão da XV de Novembro,2019-06-12,2019-06-12,1,5;6;7,Centro,Viva Curitiba 326
Posse dos 136 Guardas Municipais e Aula Inaugural,2019-03-28,2019-03-28,0,,Bigorrilho,Segurança
LDO Santa Felicidade 2019,2019-03-28,2019-03-30,1,6,Santa Felicidade,Eventos Regionais
Curitiba 326 anos - Festa de Aniversário no Parque Barigui,2019-03-27,2019-03-27,0,,Santo Inácio,Viva Curitiba 326
WORKSHOP RETORNO AO MERCADO DE TRABALHO – Projeto Superação,2019-04-05,2019-04-05,1,6,Centro,Viva Curitiba 326
326 Anos de Curitiba na Regional Santa Felicidade,2019-03-31,2019-03-31,1,5,Santa Felicidade,Viva Curitiba 326
Estudantes apresentam projetos de robótica desenvolvidos neste ano,2019-03-29,2019-03-29,0,,Centro Cívico,Educação
Gastronomia Étnica,2019-04-04,2019-04-04,0,,Centro,Viva Curitiba 326
Revitalização Horta Monteiro Lobato,2019-03-26,2019-03-27,0,,Tatuquara,Viva Curitiba 326
Aniversário 23 Anos Rua da Cidadania Fazendinha,2019-03-30,2019-03-30,1,6,Fazendinha,Eventos Regionais
LDO Pinheirinho 2019,2019-04-05,2019-04-05,1,3,Capão Raso,Eventos Regionais
Convite Solenidade de Certificação Especialização em Prevenção ao uso,2019-07-05,2019-07-05,0,,Prado Velho,Segurança
Certificação Especialização em Prevenção ao uso de Drogas,2019-04-02,2019-04-02,0,,Prado Velho,Segurança
FEIRA REGIONAL BOA VISTA,2019-03-28,2019-03-28,0,,Boa Vista,Viva Curitiba 326
ENSAIO DO TEATRO DA PAIXÃO DE CRISTO,2019-03-28,2019-03-28,1,1;7,Sítio Cercado,Eventos Regionais
ENSAIO TEATRAL DA PAIXÃO DE CRISTO,2019-04-09,2019-04-09,1,1;7,Sítio Cercado,Eventos Regionais
FALA CURITIBA,2019-04-06,2019-04-07,1,2,Sítio Cercado,Eventos Regionais
ENSAIO TEATRAL DA PAIXÃO DE CRISTO,2019-04-13,2019-04-14,1,2;3;4;5,Sítio Cercado,Eventos Regionais
REPRESENTAÇÃO DO TEATRO PAIXÃO DE CRISTO,2019-04-01,2019-04-01,1,6,Sítio Cercado,Eventos Regionais
Aniversário de Curitiba - Regional CIC,2019-04-15,2019-04-18,0,,Cidade Industrial de Curitiba,Viva Curitiba 326
"XVIII Ciclo de Palestras ""Curitiba; a Experiência em Gestão Urbana""",2019-04-09,2019-04-19,1,6,Bigorrilho,Cursos
Comida di Buteco,2019-04-09,2019-04-09,1,6,Santa Felicidade,Eventos Regionais
Saiba como Atrair; Conquistar e Manter Clientes,2019-10-11,2019-10-11,0,,Hauer,Cursos
SEI Desenvolver fluxo de caixa? Um detalhe que pode salvar sua empresa,2019-04-12,2019-04-12,0,,Santa Felicidade,Cursos
Entrega de 39 casas  Moradias Faxinal,2019-04-10,2019-04-10,0,,Santa Cândida,Inaugurações
Criando o Hábito de ser mais Produtivo,2019-04-11,2019-04-11,0,,Rebouças,Cursos
Inauguração do 9º Espaço Empreendedor na Regional Tatuquara,2019-04-12,2019-04-12,1,6,Tatuquara,Inaugurações
Páscoa no Mercado Municipal da Curitiba,2019-04-16,2019-04-16,0,,Centro,Cursos
Prefeitura inaugura Farol do Saber e Inovação nesta Terça,2019-04-05,2019-04-05,0,,Cidade Industrial de Curitiba,Viva Curitiba 326
Inauguração CMEI Heloina Greca,2019-04-05,2019-04-20,0,,Boa Vista,Viva Curitiba 326
Reunião Fala Curitiba Parolin LOA,2019-04-08,2019-04-11,1,3,Portão,Eventos Regionais
Reunião Fala Curitiba Orleans LOA,2019-04-10,2019-04-11,1,3,Orleans,Eventos Regionais
Reunião Fala Curitiba Cajuru LOA,2019-04-16,2019-04-16,1,3,Cajuru,Eventos Regionais
Reunião Fala Curitiba Rebouças/Prado Velho LOA,2019-04-16,2019-04-16,1,2,Prado Velho,Eventos Regionais
Reunião Fala Curitiba Guaíra LOA,2019-04-16,2019-04-16,1,3,Guaíra,Eventos Regionais
Reunião Fala Curitiba Santa Cândida LOA,2019-04-22,2019-04-22,1,3,Santa Cândida,Eventos Regionais
Reunião Fala Curitiba Tatuquara LOA,2019-04-23,2019-04-23,1,3,Caximba,Eventos Regionais
Reunião Fala Curitiba Vitória Régia LOA,2019-04-23,2019-04-23,1,3,Cidade Industrial de Curitiba,Eventos Regionais
Reunião Fala Curitiba Bigorrilho; Mercês e Bom Retiro LOA,2019-04-23,2019-04-23,1,4,Bigorrilho,Eventos Regionais
Reunião Fala Curitiba Santa Quitéria LOA,2019-04-23,2019-04-23,1,5,Santa Quitéria,Eventos Regionais
Reunião Fala Curitiba Lindóia e Fanny LOA,2019-04-24,2019-04-24,1,5,Pinheirinho,Eventos Regionais
Reunião Fala Curitiba Capão da Imbuia LOA,2019-04-25,2019-04-25,1,5,Cajuru,Eventos Regionais
I Seminário Intersetorial de Boas Práticas para Prevenção de Gravidez,2019-04-25,2019-04-25,0,,Bigorrilho,Saúde
FEIRA REGIONAL BOA VISTA,2019-04-25,2019-04-25,1,6,Boa Vista,Viva Curitiba 326
FALA CURITIBA - BAIRROS SÃO JOÃO; VISTA ALEGRE E CASCATINHA,2019-04-25,2019-04-25,1,3,São João,Eventos Regionais
Fala Curitiba Regional Portão - Bairro Parolin,2019-05-03,2019-05-03,0,,Parolin,Eventos Regionais
Consultas Publicas Regional Matriz 2019,2019-05-07,2019-05-07,0,,Rebouças,Eventos Regionais
Consultas Publicas Regional Matriz 2019,2019-04-16,2019-04-16,0,,Prado Velho,Eventos Regionais
FALA CURITIBA - HAUER,2019-04-22,2019-04-22,0,,Hauer,Eventos Regionais
Audiência Pública Cajuru,2019-04-30,2019-04-30,0,,Cajuru,Eventos Regionais
QUARTA CIDADÃ,2019-05-07,2019-05-07,1,4,Boqueirão,Eventos Regionais
Consultas Publicas Regional Matriz 2019,2019-04-16,2019-04-16,0,,Bigorrilho,Eventos Regionais
Avaliação clínica de cães e Gatos,2019-04-17,2019-04-17,1,3;4;5;6,Tatuquara,Saúde
Fala Curitiba Boa Vista,2019-04-24,2019-04-24,0,,Santa Cândida,Eventos Regionais
Fala Curitiba Boa Vista,2019-04-23,2019-04-26,0,,Bacacheri,Eventos Regionais
FALA CURITIBA - BAIRROS SÃO BRAZ; SANTO INÁCIO E ORLEANS,2019-04-23,2019-04-23,1,4,São Braz,Eventos Regionais
FALA CURITIBA - BAIRROS STA FELICIDADE; BUTIATUVINHA; LAMENHA PEQUENA,2019-04-30,2019-04-30,1,3,Santa Felicidade,Eventos Regionais
FALA CURITIBA -CAMP. SIQUEIRA; CAMPO COMP. SUL; MOSSUNGUÊ,2019-05-15,2019-05-15,1,4,Campina do Siqueira,Eventos Regionais
Paiol Digital XI,2019-05-21,2019-05-21,0,,Prado Velho,Viva Curitiba 326
Fab Lab - Junte-se à Inovação,2019-05-29,2019-05-29,0,,Cajuru,Viva Curitiba 326
Fala Curitiba - Novo Mundo,2019-04-30,2019-04-30,1,3,Novo Mundo,Eventos Regionais
Fala Curitiba-Cajuru Paróquia São Paulo Apóstolo,2019-05-03,2019-05-03,1,5,Uberaba,Eventos Regionais
Teatro Regional Cajuru 14 a 17 de maio,2019-05-07,2019-05-07,1,3;4;5;6,Cajuru,Eventos Regionais
Reunião Fala Curitiba Hauer LOA,2019-05-09,2019-05-09,1,3,Hauer,Eventos Regionais
Fala Curitiba - Boa Vista,2019-05-14,2019-05-17,0,,Boa Vista,Eventos Regionais
Fala Curitiba - Boa Vista,2019-05-07,2019-05-07,0,,Barreirinha,Eventos Regionais
Fala Curitiba - Boa Vista,2019-05-07,2019-05-07,0,,Abranches,Eventos Regionais
Fala Curitiba - Boa Vista,2019-05-14,2019-05-14,0,,Pilarzinho,Eventos Regionais
Audiência Pública Regional Matriz,2019-05-21,2019-05-21,0,,Cristo Rei,Eventos Regionais
Consultas Publicas Regional Matriz 2019,2019-05-28,2019-05-28,0,,Jardim Social,Eventos Regionais
Audiência Pública Regional Matriz 2019,2019-05-07,2019-05-07,0,,Ahu,Eventos Regionais
Consultas Publicas Regional Matriz 2019,2019-05-15,2019-05-15,0,,Centro,Eventos Regionais
Fala Curitiba - Novo Mundo,2019-05-20,2019-05-20,1,5,Novo Mundo,Eventos Regionais
Avaliação Clínica de cães e gatos Regional Cajuru Liceu de Ofícios,2019-05-28,2019-05-28,1,3;4;5,Cajuru,Eventos Regionais
Reunião Fala Curitiba Portão LOA,2019-05-09,2019-05-09,1,3,Portão,Eventos Regionais
Reunião Fala Curitiba Alto da XV; Cristo Rei e Jardim Botânico LOA,2019-05-07,2019-05-10,1,3,Alto da Rua XV,Eventos Regionais
Reunião Fala Curitiba Caiuá LOA,2019-05-07,2019-05-07,1,3,Cidade Industrial de Curitiba,Eventos Regionais
Reunião Fala Curitiba São João; Vista Alegre e Cascatinha LOA,2019-05-07,2019-05-07,1,3,Vista Alegre,Eventos Regionais
Reunião Fala Curitiba Novo Mundo LOA,2019-05-07,2019-05-07,1,3,Novo Mundo,Eventos Regionais
Reunião Fala Curitiba Boa Vista e São Lourenço LOA,2019-05-07,2019-05-07,1,3,Boa Vista,Eventos Regionais
Reunião Fala Curitiba Fazendinha LOA,2019-05-07,2019-05-07,1,5,Fazendinha,Eventos Regionais
Reunião Fala Curitiba Novo Mundo LOA,2019-05-07,2019-05-07,1,5,Novo Mundo,Eventos Regionais
Reunião Fala Curitiba Uberaba LOA,2019-05-09,2019-05-09,1,5,Uberaba,Eventos Regionais
Reunião Fala Curitiba Campo de Santana LOA,2019-05-09,2019-05-09,1,3,Campo de Santana,Eventos Regionais
Reunião Fala Curitiba Barreirinha LOA,2019-05-09,2019-05-09,1,3,Barreirinha,Eventos Regionais
Reunião Fala Curitiba Vila Nossa Senhora da Luz LOA,2019-05-14,2019-05-14,1,3,Cidade Industrial de Curitiba,Eventos Regionais
Reunião Fala Curitiba Tarumã LOA,2019-05-14,2019-05-14,1,3,Tarumã,Eventos Regionais
Fala Curitiba CIC,2019-05-14,2019-05-14,0,,Cidade Industrial de Curitiba,Eventos Regionais
Como ter Ideias Criativas e Inovar na Prática,2019-05-14,2019-05-14,0,,Cajuru,Cursos
O Poder das Mídias Sociais para o Sucesso do seu Negócio na Prática,2019-05-07,2019-05-07,0,,Boa Vista,Cursos
Orientação Jurídica do MP na Regional Cajuru 9 de maio e 13 de junho,2019-05-09,2019-05-09,1,5,Cajuru,Eventos Regionais
Saiba como sair da Informalidade e Emitir Nota Fiscal de Serviço,2019-05-07,2019-05-07,0,,Cidade Industrial de Curitiba,Cursos
Aniversário de 22 Anos da Rua da Cidadania da Matriz,2019-05-09,2019-06-13,0,,Centro,Eventos Regionais
Caminhada em comemorativa ao  dia das mães,2019-05-15,2019-05-15,0,,Cidade Industrial de Curitiba,Eventos Regionais
Fala Curitiba - Fazendinha,2019-05-15,2019-05-15,1,5,Fazendinha,Eventos Regionais
Fala Curitiba - Vila Izabel,2019-05-10,2019-05-10,1,3,Vila Izabel,Eventos Regionais
Fala Curitiba - Água Verde,2019-05-09,2019-05-09,1,5,Água Verde,Eventos Regionais
Fala Curitiba - Seminário,2019-05-21,2019-05-21,1,3,Seminário,Eventos Regionais
Fala Curitiba - Campo Comprido,2019-05-23,2019-05-23,1,5,Campo Comprido,Eventos Regionais
Homenagem ao Dia das Mães,2019-05-28,2019-05-28,1,6,Fazendinha,Eventos Regionais
INAUGURAÇÃO UNIDADE DO CONSELHO TUTELAR DO CAJURU,2019-05-30,2019-05-30,0,,Cajuru,Inaugurações
Audiência Pública LDO 2020,2019-05-10,2019-05-10,0,,Santo Inácio,Simpósios/Similares
Fala Curitiba Cajuru 14 maio Santuario N Sª de Fátima,2019-05-15,2019-05-15,1,3,Cajuru,Eventos Regionais
Fala Curitiba Capão Raso,2019-05-13,2019-05-13,1,5,Capão Raso,Eventos Regionais
Comunidade do Sítio Cercado recebe escola revitalizada,2019-05-10,2019-05-14,0,,Sítio Cercado,Educação
Prefeitura entrega 16º farol da inovação de Curitiba,2019-05-16,2019-05-16,0,,Sítio Cercado,Inaugurações
Fala Curitiba Cajuru 23 maio Paróquia Nª Srª do Rosário de Belém,2019-05-13,2019-05-15,1,5,Cajuru,Eventos Regionais
Mães de Santo; seus ritos; festas e celebrações aos Orixás,2019-05-13,2019-05-15,0,,Cidade Industrial de Curitiba,Cultura
Fala Curitiba Pinheirinho,2019-05-23,2019-05-23,1,5,Pinheirinho,Eventos Regionais
FALA CURITIBA - XAXIM,2019-05-21,2019-05-24,1,3,Xaxim,Eventos Regionais
III Conferência Municipal de Segurança Alimentar e Nutricional,2019-05-23,2019-05-23,1,6;7,Centro,Simpósios/Similares
Carreta Cinema Ultragáz Cultural,2019-05-21,2019-05-21,1,5;6,Tatuquara,Cultura
“Origens”,2019-05-24,2019-05-25,0,,Cidade Industrial de Curitiba,Cultura
Circus – Circo e Teatro de Bonecos,2019-05-23,2019-05-24,0,,Cidade Industrial de Curitiba,Cultura
Pedala Curitiba-CIC,2019-05-23,2019-05-23,0,,Cidade Industrial de Curitiba,Eventos Regionais
Fala Curitiba Regional Pinheirinho,2019-05-25,2019-05-25,1,5,Pinheirinho,Eventos Regionais
Fala Curitiba-Boqueirão,2019-05-29,2019-05-29,1,3,Boqueirão,Eventos Regionais
aniversário UPA -Tatuquara,2019-05-30,2019-05-30,1,2,Tatuquara,Eventos Regionais
No Xaxim; Prefeitura de Curitiba entrega 18º farol da inovação,2019-06-04,2019-06-04,0,,Xaxim,Inaugurações
Fala Curitiba-Cajuru Escola Municipal Michel Khury,2019-05-27,2019-05-27,1,5,Uberaba,Eventos Regionais
Fala Curitiba - Boa Vista,2019-05-27,2019-05-28,0,,Cachoeira,Eventos Regionais
Fala Curitiba - Boa Vista,2019-06-14,2019-06-18,0,,Bairro Alto,Eventos Regionais
Fala Curitiba - Bairro Novo,2019-06-04,2019-06-04,1,3,Sítio Cercado,Eventos Regionais
Fala Curitiba,2019-06-11,2019-06-11,1,5,Umbará,Eventos Regionais
Fala Curitiba - Bairro Novo,2019-06-04,2019-06-04,1,3,Umbará,Eventos Regionais
Fala Curitiba - Bairro Novo,2019-06-06,2019-06-06,1,5,Sítio Cercado,Eventos Regionais
Fala Curitiba - Bairro Novo,2019-06-11,2019-06-11,1,4,Sítio Cercado,Eventos Regionais
Fala Curitiba - Bairro Novo,2019-06-13,2019-06-13,1,3,Sítio Cercado,Eventos Regionais
Fala Curitiba - Bairro Novo,2019-06-13,2019-06-13,1,5,Umbará,Eventos Regionais
VII Fórum Paranaense de Mobilidade Urbana,2019-06-18,2019-06-18,0,,Bigorrilho,Eventos Regionais
Caminhão Coleta de Lixo Eletrônico,2019-06-06,2019-06-06,1,5,Fazendinha,Eventos Regionais
Audiência Pública - fala Curitiba,2019-05-30,2019-05-31,1,3,Tatuquara,Eventos Regionais
DESCARTE LIXO CORRETO REGIONAL CAJURU 07-06,2019-06-06,2019-06-06,0,,Cajuru,Eventos Regionais
Gran Circo Stopim,2019-06-04,2019-06-04,0,,Cidade Industrial de Curitiba,Cultura
Palestra Edson Bueno - A História do Teatro Paranaense,2019-06-04,2019-06-07,0,,Cidade Industrial de Curitiba,Eventos Regionais
Torneio Tênis de mesa,2019-06-08,2019-06-08,0,,Cidade Industrial de Curitiba,Eventos Regionais
Fala Curitiba Cajuru- Escola ESI São Carlos Borromeo,2019-06-19,2019-06-19,1,5,Cajuru,Eventos Regionais
Setran faz leilão de veículos apreendidos,2019-06-08,2019-06-08,1,4,Portão,Segurança
Comunidade do Bairro Novo recebe 19º Farol do Saber e Inovação,2019-06-06,2019-06-13,0,,Sítio Cercado,Inaugurações
IV Semana de Canto Coral Henrique de Curitiba,2019-06-19,2019-06-19,0,,Centro,Cultura
Semana Municipal de Prevenção ao Uso de Drogas,2019-06-11,2019-06-11,1,2,Santo Inácio,Educação
Orquestra à Base de Corda: “Trilhas inesquecíveis do Cinema Mundial”.,2019-06-11,2019-06-16,1,1;7,São Francisco,Cultura
Semana Municipal de Prevenção ao Uso de Drogas,2019-06-24,2019-06-24,1,3,Centro,Educação
"Teatro de bonecos ""Montando Lobato""",2019-06-15,2019-06-16,1,1,São Francisco,Cultura
Semana Municipal de Prevenção ao Uso de Drogas,2019-06-25,2019-06-25,1,2,Centro,Educação
Semana Municipal de Prevenção ao Uso de Drogas,2019-06-16,2019-06-30,1,3,Centro,Educação
"Lançamento do jogo digital: ""A Jornada da Graciosa""",2019-06-24,2019-06-24,1,6,Centro,Cultura
"Grupo de Folclore Vocal Português “Bacalhau com Notas""",2019-06-25,2019-06-25,1,1,Centro,Cultura
Semana Municipal de Prevenção ao Uso de Drogas,2019-06-14,2019-06-14,1,3,Guaíra,Educação
Baptiste Herbin Quarteto e Convidados,2019-06-16,2019-06-16,1,3,Prado Velho,Cultura
Semana Municipal de Prevenção ao Uso de Drogas,2019-06-25,2019-06-25,1,4,Centro,Educação
Semana Municipal de Prevenção ao Uso de Drogas,2019-06-18,2019-06-18,1,4,Centro,Educação
Semana Municipal de Prevenção ao Uso de Drogas,2019-06-26,2019-06-26,1,4,Prado Velho,Educação
Semana Municipal de Prevenção ao Uso de Drogas,2019-06-26,2019-06-26,1,5,Centro,Educação
"Espetáculo ""A Lenda de Coré Etuba""",2019-06-26,2019-06-26,1,3,Cajuru,Cultura
Sons do Sul – Diálogos com a  Música Armorial,2019-06-27,2019-06-27,1,4,Prado Velho,Cultura
Semana Municipal de Prevenção ao Uso de Drogas,2019-06-18,2019-06-18,1,5,Centro,Educação
Semana Municipal de Prevenção ao Uso de Drogas,2019-06-19,2019-06-19,1,6,Centro,Educação
Semana Municipal de Prevenção ao Uso de Drogas,2019-06-27,2019-06-27,1,6,Prado Velho,Educação
Semana Municipal de Prevenção ao Uso de Drogas,2019-06-28,2019-06-28,1,7,Centro,Educação
Show As Bahias e a Cozinha Mineira,2019-06-28,2019-06-28,1,6;7,Prado Velho,Cultura
Campeonato Paranaense de Punhobol,2019-06-29,2019-06-29,0,,Santa Felicidade,Educação
Americando: Uma Viagem pela América do Sul,2019-06-14,2019-06-15,1,6;7,Prado Velho,Cultura
3ª FIMS- Feira Internacional da Música do Sul,2019-06-15,2019-06-16,1,5;6;7,Portão,Cultura
Mostra Paranaense de Dança - Tanzboden,2019-06-21,2019-06-22,1,1;7,Centro,Cultura
"Domingo Onze e Meia com o grupo ""Taque Tique Tá"" MPB para crianças",2019-06-20,2019-06-22,1,1,São Francisco,Cultura
Fala Curitiba-Cajuru Escola Municipal Michel Khury,2019-06-22,2019-06-23,0,,Cajuru,Eventos Regionais
Pavilhão Étnico - Latinidades Curitibanas,2019-06-23,2019-06-23,1,3,Centro,Cultura
Fala Curitiba-Cajuru Escola Municipal Michel Khury,2019-06-18,2019-06-18,1,5,Cajuru,Eventos Regionais
Machado de Assis Revisitado: Novas Estratégias e Abordagens,2019-06-25,2019-06-25,1,3,Portão,Cultura
"Thobias de Santana lança EP ""KHAIRÓOS""",2019-06-18,2019-06-18,1,4,Prado Velho,Cultura
Mediação Literária - Especial: Semana Machado de Assis,2019-06-25,2019-06-25,1,3;4;5;6,Portão,Cultura
Machado 180; Revisto e Ampliado,2019-06-26,2019-06-26,1,4,Portão,Cultura
Coro da Camerata Antíqua de Curitiba - Concerto nas Igrejas,2019-06-25,2019-06-28,1,5,Hauer,Cultura
Machado 180: Conta Machado,2019-06-26,2019-06-26,1,5,Portão,Cultura
Roda de Música Caipira,2019-06-27,2019-06-27,1,4,São Francisco,Cultura
Roda de Choro,2019-06-27,2019-06-27,1,5,São Francisco,Cultura
Show Farrear Acústico de Rogéria Holtz,2019-06-19,2019-06-19,1,6;7,Prado Velho,Cultura
Machado 180: O Que Contam As Carolinas,2019-06-27,2019-06-27,1,6,Portão,Cultura
Festival Sabores do Pinhão,2019-06-28,2019-06-29,1,1;4;5;6;7,Centro,Feiras
FALA CURITIBA -ALTO BOQUEIRÃO,2019-06-28,2019-06-28,1,3,Alto Boqueirão,Eventos Regionais
AFINA-SE – Apresentações de Alunos do Conservatório de MPB de Curitiba,2019-06-26,2019-06-30,1,1;2;7,São Francisco,Cultura
Pavilhão Étnico - Dia de Luxemburgo,2019-06-18,2019-06-18,1,1,Centro,Cultura
"Grupo Brasileiro show ""Palavras""",2019-06-29,2019-07-08,1,6;7,Centro,Cultura
Visita Guiada Padrão,2019-06-30,2019-06-30,1,7,São Francisco,Cultura
58º Festival Folclórico e de Etnias do Paraná,2019-06-28,2019-06-29,0,,Centro,Cultura
